"","Year","Count","Neighborhood","Location","Date","Lat","Long"
"1",2014,NA,"Universal City","(34.137367, -118.352786)","1/1/14",34.137367,-118.352786
"2",2014,NA,"Downey","(33.925708, -118.162308)","1/1/14",33.925708,-118.162308
"3",2014,NA,"Avalon","(33.343563, -118.3300478)","1/1/14",33.343563,-118.3300478
"4",2014,NA,"Unincorporated Catalina Island","(33.388813499999998, -118.423552636715)","1/1/14",33.3888135,-118.423552636715
"5",2014,NA,"Lancaster","(34.69674, -118.227897)","1/1/14",34.69674,-118.227897
"6",2014,NA,"Castaic Canyons","(34.4679205, -118.594791)","1/1/14",34.4679205,-118.594791
"7",2014,NA,"Burbank","(34.199424, -118.3594925)","1/1/14",34.199424,-118.3594925
"8",2014,NA,"Carson","(33.809244, -118.241188)","1/1/14",33.809244,-118.241188
"9",2014,NA,"Torrance","(33.852811, -118.3306995)","1/1/14",33.852811,-118.3306995
"10",2014,NA,"Long Beach","(33.808542, -118.087881)","1/1/14",33.808542,-118.087881
"11",2014,NA,"Long Beach","(33.7633785, -118.1035825)","1/1/14",33.7633785,-118.1035825
"12",2014,NA,"Shadow Hills","(34.2242935, -118.305462)","1/1/14",34.2242935,-118.305462
"13",2014,NA,"Carson","(33.841065, -118.2386745)","1/1/14",33.841065,-118.2386745
"14",2014,NA,"El Segundo","(33.9090245, -118.412818)","1/1/14",33.9090245,-118.412818
"15",2017,618.0514468,"Tujunga","(34.2595555, -118.293602)","1/1/17",34.2595555,-118.293602
"16",2017,616.6982716,"Tujunga","(34.267357, -118.29024)","1/1/17",34.267357,-118.29024
"17",2017,618.0514468,"Tujunga","(34.251998, -118.2926875)","1/1/17",34.251998,-118.2926875
"18",2017,618.0514468,"Tujunga","(34.2511895, -118.281014)","1/1/17",34.2511895,-118.281014
"19",2017,849.0993444,"Tujunga","(34.2455945, -118.271731)","1/1/17",34.2455945,-118.271731
"20",2017,626.4089039,"Tujunga","(34.244255, -118.296428)","1/1/17",34.244255,-118.296428
"21",2017,619.1943195,"Shadow Hills","(34.224155, -118.354339)","1/1/17",34.224155,-118.354339
"22",2017,697.7331337,"Shadow Hills","(34.216189, -118.3456235)","1/1/17",34.216189,-118.3456235
"23",2017,688.3566871,"Sun Valley","(34.210852, -118.3480495)","1/1/17",34.210852,-118.3480495
"24",2017,658.0882108,"Shadow Hills","(34.2412955, -118.3292705)","1/1/17",34.2412955,-118.3292705
"25",2017,614.6316651,"Sunland","(34.274431, -118.30714)","1/1/17",34.274431,-118.30714
"26",2017,618.0514468,"Sunland","(34.262834, -118.30683)","1/1/17",34.262834,-118.30683
"27",2017,586.4947611,"Lake View Terrace","(34.2745565, -118.3439025)","1/1/17",34.2745565,-118.3439025
"28",2017,618.0514468,"Shadow Hills","(34.255439, -118.3527775)","1/1/17",34.255439,-118.3527775
"29",2017,618.1133858,"Sunland","(34.253933, -118.3147245)","1/1/17",34.253933,-118.3147245
"30",2017,615.1418214,"Lake View Terrace","(34.2819045, -118.3918905)","1/1/17",34.2819045,-118.3918905
"31",2017,618.0514468,"Pacoima","(34.276146, -118.404645)","1/1/17",34.276146,-118.404645
"32",2017,618.0514468,"Pacoima","(34.271671, -118.397614)","1/1/17",34.271671,-118.397614
"33",2017,680.3195836,"Lopez/Kagel Canyons","(34.287866, -118.376208)","1/1/17",34.287866,-118.376208
"34",2017,671.4134659,"Pacoima","(34.2867415, -118.4160805)","1/1/17",34.2867415,-118.4160805
"35",2017,618.0514468,"Pacoima","(34.279058, -118.411554)","1/1/17",34.279058,-118.411554
"36",2017,665.9418076,"Lake View Terrace","(34.2886315, -118.396898)","1/1/17",34.2886315,-118.396898
"37",2017,672.5971678,"Pacoima","(34.2762555, -118.4293915)","1/1/17",34.2762555,-118.4293915
"38",2017,618.0514468,"Pacoima","(34.27316, -118.4202235)","1/1/17",34.27316,-118.4202235
"39",2017,618.0514468,"Pacoima","(34.2670615, -118.433071)","1/1/17",34.2670615,-118.433071
"40",2017,618.0514468,"Pacoima","(34.2589085, -118.4345385)","1/1/17",34.2589085,-118.4345385
"41",2017,618.0514468,"Pacoima","(34.2639205, -118.4286915)","1/1/17",34.2639205,-118.4286915
"42",2017,618.0514468,"Pacoima","(34.25551, -118.4257485)","1/1/17",34.25551,-118.4257485
"43",2017,618.0514468,"Pacoima","(34.2604335, -118.4189955)","1/1/17",34.2604335,-118.4189955
"44",2017,618.0514468,"Pacoima","(34.2579045, -118.422465)","1/1/17",34.2579045,-118.422465
"45",2017,618.0514468,"Pacoima","(34.268476, -118.4152165)","1/1/17",34.268476,-118.4152165
"46",2017,618.0514468,"Pacoima","(34.2551165, -118.399872)","1/1/17",34.2551165,-118.399872
"47",2017,618.0514468,"Pacoima","(34.2625155, -118.4088415)","1/1/17",34.2625155,-118.4088415
"48",2017,618.0514468,"Pacoima","(34.2502955, -118.411179)","1/1/17",34.2502955,-118.411179
"49",2017,618.0514468,"Pacoima","(34.2465705, -118.416294)","1/1/17",34.2465705,-118.416294
"50",2017,618.0514468,"Pacoima","(34.245882, -118.4209225)","1/1/17",34.245882,-118.4209225
"51",2017,618.0514468,"Sylmar","(34.3231715, -118.444538)","1/1/17",34.3231715,-118.444538
"52",2017,614.894242,"Sylmar","(34.320427, -118.428524)","1/1/17",34.320427,-118.428524
"53",2017,658.2279576,"Sylmar","(34.3231945, -118.4087995)","1/1/17",34.3231945,-118.4087995
"54",2017,683.2692805,"Sylmar","(34.305005, -118.414298)","1/1/17",34.305005,-118.414298
"55",2017,618.0514468,"Sylmar","(34.3062, -118.42203)","1/1/17",34.3062,-118.42203
"56",2017,672.8236195,"Sylmar","(34.302675, -118.426951)","1/1/17",34.302675,-118.426951
"57",2017,672.408131,"Sylmar","(34.306005, -118.441288)","1/1/17",34.306005,-118.441288
"58",2017,618.0514468,"Sylmar","(34.3146865, -118.448309)","1/1/17",34.3146865,-118.448309
"59",2017,586.3246417,"Sylmar","(34.321542, -118.4587415)","1/1/17",34.321542,-118.4587415
"60",2017,618.0514468,"Sylmar","(34.3105765, -118.4365505)","1/1/17",34.3105765,-118.4365505
"61",2017,618.0514468,"Sylmar","(34.3132585, -118.440082)","1/1/17",34.3132585,-118.440082
"62",2017,620.2244803,"Sylmar","(34.3236325, -118.4860245)","1/1/17",34.3236325,-118.4860245
"63",2017,618.0514468,"Sylmar","(34.308856, -118.4613605)","1/1/17",34.308856,-118.4613605
"64",2017,826.5377729,"Granada Hills","(34.3189225, -118.5218285)","1/1/17",34.3189225,-118.5218285
"65",2017,616.7384616,"Sylmar","(34.3042795, -118.474247)","1/1/17",34.3042795,-118.474247
"66",2017,618.0514468,"Granada Hills","(34.298025, -118.509153)","1/1/17",34.298025,-118.509153
"67",2017,618.0514468,"Granada Hills","(34.2863475, -118.5084525)","1/1/17",34.2863475,-118.5084525
"68",2017,618.0514468,"Granada Hills","(34.289784, -118.524711)","1/1/17",34.289784,-118.524711
"69",2017,616.3098189,"Granada Hills","(34.2905125, -118.4928915)","1/1/17",34.2905125,-118.4928915
"70",2017,618.0514468,"Granada Hills","(34.2790905, -118.4941245)","1/1/17",34.2790905,-118.4941245
"71",2017,670.7729756,"Sylmar","(34.293406, -118.4556035)","1/1/17",34.293406,-118.4556035
"72",2017,672.0441131,"Sylmar","(34.288747, -118.4611105)","1/1/17",34.288747,-118.4611105
"73",2017,670.4421214,"Sylmar","(34.302027, -118.446501)","1/1/17",34.302027,-118.446501
"74",2017,672.8503405,"Sylmar","(34.2975345, -118.4503905)","1/1/17",34.2975345,-118.4503905
"75",2017,618.0514468,"Porter Ranch","(34.280038, -118.5413715)","1/1/17",34.280038,-118.5413715
"76",2017,618.0514468,"Porter Ranch","(34.280795, -118.55492)","1/1/17",34.280795,-118.55492
"77",2017,618.0514468,"Porter Ranch","(34.2860705, -118.542893)","1/1/17",34.2860705,-118.542893
"78",2017,586.6595249,"Porter Ranch","(34.2939525, -118.5470515)","1/1/17",34.2939525,-118.5470515
"79",2017,618.0514468,"Porter Ranch","(34.2857885, -118.562083)","1/1/17",34.2857885,-118.562083
"80",2017,586.1343948,"Chatsworth","(34.288396, -118.581814)","1/1/17",34.288396,-118.581814
"81",2017,618.0514468,"Mission Hills","(34.278731, -118.4610295)","1/1/17",34.278731,-118.4610295
"82",2017,619.5220007,"Granada Hills","(34.2786785, -118.474608)","1/1/17",34.2786785,-118.474608
"83",2017,618.0514468,"Granada Hills","(34.272521, -118.479515)","1/1/17",34.272521,-118.479515
"84",2017,618.0514468,"Mission Hills","(34.269881, -118.4552825)","1/1/17",34.269881,-118.4552825
"85",2017,671.9566298,"San Fernando","(34.274036, -118.4444575)","1/1/17",34.274036,-118.4444575
"86",2017,618.0514468,"Mission Hills","(34.2582765, -118.450367)","1/1/17",34.2582765,-118.450367
"87",2017,618.0514468,"Mission Hills","(34.2536515, -118.465415)","1/1/17",34.2536515,-118.465415
"88",2017,618.0514468,"Mission Hills","(34.2615535, -118.465347)","1/1/17",34.2615535,-118.465347
"89",2017,618.0514468,"Granada Hills","(34.263394, -118.4810215)","1/1/17",34.263394,-118.4810215
"90",2017,618.0514468,"North Hills","(34.2537535, -118.481817)","1/1/17",34.2537535,-118.481817
"91",2017,618.0514468,"Granada Hills","(34.2683575, -118.4946735)","1/1/17",34.2683575,-118.4946735
"92",2017,618.0514468,"Granada Hills","(34.275029, -118.50855)","1/1/17",34.275029,-118.50855
"93",2017,618.0514468,"Granada Hills","(34.2683485, -118.5151565)","1/1/17",34.2683485,-118.5151565
"94",2017,618.0514468,"Porter Ranch","(34.2620495, -118.5490485)","1/1/17",34.2620495,-118.5490485
"95",2017,618.0514468,"Northridge","(34.253636, -118.5358265)","1/1/17",34.253636,-118.5358265
"96",2017,618.0514468,"Porter Ranch","(34.2676425, -118.5361955)","1/1/17",34.2676425,-118.5361955
"97",2017,618.0514468,"Granada Hills","(34.2610855, -118.5158815)","1/1/17",34.2610855,-118.5158815
"98",2017,618.0514468,"Northridge","(34.2539425, -118.512829)","1/1/17",34.2539425,-118.512829
"99",2017,618.0514468,"Granada Hills","(34.257483, -118.495412)","1/1/17",34.257483,-118.495412
"100",2017,618.0514468,"Chatsworth","(34.265338, -118.5882575)","1/1/17",34.265338,-118.5882575
"101",2017,618.0514468,"Chatsworth","(34.265325, -118.568068)","1/1/17",34.265325,-118.568068
"102",2017,618.0514468,"Chatsworth","(34.2635755, -118.611966)","1/1/17",34.2635755,-118.611966
"103",2017,618.0514468,"Chatsworth","(34.2608605, -118.6035245)","1/1/17",34.2608605,-118.6035245
"104",2017,618.0514468,"Chatsworth","(34.2535965, -118.608218)","1/1/17",34.2535965,-118.608218
"105",2017,610.6749089,"Chatsworth Reservoir","(34.2282065, -118.645614)","1/1/17",34.2282065,-118.645614
"106",2017,616.5575117,"West Hills","(34.227417, -118.61402)","1/1/17",34.227417,-118.61402
"107",2017,618.0514468,"Canoga Park","(34.2275575, -118.6017175)","1/1/17",34.2275575,-118.6017175
"108",2017,618.0514468,"Canoga Park","(34.227624, -118.59227)","1/1/17",34.227624,-118.59227
"109",2017,431.503476,"Chatsworth","(34.2373915, -118.6488335)","1/1/17",34.2373915,-118.6488335
"110",2017,616.952514,"Chatsworth","(34.2451855, -118.6125745)","1/1/17",34.2451855,-118.6125745
"111",2017,618.0514468,"Northridge","(34.2448005, -118.5590895)","1/1/17",34.2448005,-118.5590895
"112",2017,618.0514468,"Chatsworth","(34.2420235, -118.5801645)","1/1/17",34.2420235,-118.5801645
"113",2017,618.0514468,"Chatsworth","(34.25361, -118.5913535)","1/1/17",34.25361,-118.5913535
"114",2017,618.0514468,"Chatsworth","(34.253622, -118.571362)","1/1/17",34.253622,-118.571362
"115",2017,618.0514468,"Winnetka","(34.2279845, -118.562301)","1/1/17",34.2279845,-118.562301
"116",2017,618.0514468,"Winnetka","(34.234694, -118.5826685)","1/1/17",34.234694,-118.5826685
"117",2017,618.0514468,"Winnetka","(34.224085, -118.5821745)","1/1/17",34.224085,-118.5821745
"118",2017,618.0514468,"Northridge","(34.239435, -118.5112365)","1/1/17",34.239435,-118.5112365
"119",2017,618.0514468,"Northridge","(34.246414, -118.528551)","1/1/17",34.246414,-118.528551
"120",2017,618.0514468,"Northridge","(34.2395005, -118.523595)","1/1/17",34.2395005,-118.523595
"121",2017,618.0514468,"Northridge","(34.244559, -118.537408)","1/1/17",34.244559,-118.537408
"122",2017,618.0514468,"Northridge","(34.2338575, -118.537507)","1/1/17",34.2338575,-118.537507
"123",2017,618.0514468,"Northridge","(34.240482, -118.545339)","1/1/17",34.240482,-118.545339
"124",2017,618.0514468,"Northridge","(34.226401, -118.5498615)","1/1/17",34.226401,-118.5498615
"125",2017,618.0514468,"Northridge","(34.2247565, -118.5149735)","1/1/17",34.2247565,-118.5149735
"126",2017,618.0514468,"Northridge","(34.22481, -118.5317135)","1/1/17",34.22481,-118.5317135
"127",2017,618.0514468,"Northridge","(34.2257645, -118.5412445)","1/1/17",34.2257645,-118.5412445
"128",2017,618.0514468,"North Hills","(34.2391215, -118.4617905)","1/1/17",34.2391215,-118.4617905
"129",2017,618.0514468,"North Hills","(34.2463715, -118.4596495)","1/1/17",34.2463715,-118.4596495
"130",2017,618.0514468,"North Hills","(34.242798, -118.470143)","1/1/17",34.242798,-118.470143
"131",2017,618.0514468,"North Hills","(34.242857, -118.478624)","1/1/17",34.242857,-118.478624
"132",2017,618.0514468,"North Hills","(34.242917, -118.4905265)","1/1/17",34.242917,-118.4905265
"133",2017,618.0514468,"Northridge","(34.235472, -118.49709)","1/1/17",34.235472,-118.49709
"134",2017,618.0514468,"North Hills","(34.2281815, -118.4920695)","1/1/17",34.2281815,-118.4920695
"135",2017,618.0514468,"North Hills","(34.228481, -118.479066)","1/1/17",34.228481,-118.479066
"136",2017,618.0514468,"North Hills","(34.2337315, -118.4702305)","1/1/17",34.2337315,-118.4702305
"137",2017,618.0514468,"North Hills","(34.2300885, -118.470266)","1/1/17",34.2300885,-118.470266
"138",2017,618.0514468,"North Hills","(34.2248485, -118.4703675)","1/1/17",34.2248485,-118.4703675
"139",2017,618.0514468,"North Hills","(34.2336865, -118.462625)","1/1/17",34.2336865,-118.462625
"140",2017,618.0514468,"North Hills","(34.230017, -118.4631875)","1/1/17",34.230017,-118.4631875
"141",2017,618.0514468,"North Hills","(34.224845, -118.4634755)","1/1/17",34.224845,-118.4634755
"142",2017,618.0514468,"Arleta","(34.232289, -118.4180405)","1/1/17",34.232289,-118.4180405
"143",2017,618.0514468,"Arleta","(34.245902, -118.428032)","1/1/17",34.245902,-118.428032
"144",2017,618.0514468,"Arleta","(34.246411, -118.441015)","1/1/17",34.246411,-118.441015
"145",2017,618.0514468,"Arleta","(34.2559555, -118.442705)","1/1/17",34.2559555,-118.442705
"146",2017,618.0514468,"Panorama City","(34.246626, -118.450697)","1/1/17",34.246626,-118.450697
"147",2017,618.0514468,"Panorama City","(34.239058, -118.453982)","1/1/17",34.239058,-118.453982
"148",2017,618.0514468,"Panorama City","(34.2336085, -118.4518995)","1/1/17",34.2336085,-118.4518995
"149",2017,618.0514468,"Panorama City","(34.237627, -118.4453355)","1/1/17",34.237627,-118.4453355
"150",2017,618.0514468,"Panorama City","(34.240834, -118.4468745)","1/1/17",34.240834,-118.4468745
"151",2017,618.0514468,"Arleta","(34.2399345, -118.4355265)","1/1/17",34.2399345,-118.4355265
"152",2017,618.0514468,"Panorama City","(34.219334, -118.4266115)","1/1/17",34.219334,-118.4266115
"153",2017,618.0514468,"Arleta","(34.2337665, -118.429943)","1/1/17",34.2337665,-118.429943
"154",2017,618.0514468,"Panorama City","(34.227376, -118.441236)","1/1/17",34.227376,-118.441236
"155",2017,618.0514468,"Panorama City","(34.2175015, -118.4629745)","1/1/17",34.2175015,-118.4629745
"156",2017,618.0514468,"Panorama City","(34.2166115, -118.4541405)","1/1/17",34.2166115,-118.4541405
"157",2017,618.0514468,"Panorama City","(34.2149315, -118.451986)","1/1/17",34.2149315,-118.451986
"158",2017,618.0514468,"Panorama City","(34.229161, -118.4516205)","1/1/17",34.229161,-118.4516205
"159",2017,618.0514468,"Panorama City","(34.224796, -118.4484845)","1/1/17",34.224796,-118.4484845
"160",2017,618.0514468,"Panorama City","(34.2300875, -118.444443)","1/1/17",34.2300875,-118.444443
"161",2017,618.0514468,"Panorama City","(34.223101, -118.4567005)","1/1/17",34.223101,-118.4567005
"162",2017,618.0514468,"Panorama City","(34.2264195, -118.4566575)","1/1/17",34.2264195,-118.4566575
"163",2017,618.0514468,"Panorama City","(34.231779, -118.4563995)","1/1/17",34.231779,-118.4563995
"164",2017,618.0514468,"Panorama City","(34.214918, -118.439841)","1/1/17",34.214918,-118.439841
"165",2017,618.0514468,"Panorama City","(34.2178505, -118.4330175)","1/1/17",34.2178505,-118.4330175
"166",2017,618.0514468,"Sun Valley","(34.224559, -118.402591)","1/1/17",34.224559,-118.402591
"167",2017,618.0514468,"Sun Valley","(34.2110805, -118.402468)","1/1/17",34.2110805,-118.402468
"168",2017,618.0514468,"Sun Valley","(34.225737, -118.3655)","1/1/17",34.225737,-118.3655
"169",2017,618.0514468,"Sun Valley","(34.2403885, -118.3845615)","1/1/17",34.2403885,-118.3845615
"170",2017,618.0514468,"Pacoima","(34.2400435, -118.404715)","1/1/17",34.2400435,-118.404715
"171",2017,618.0514468,"Sun Valley","(34.227323, -118.396127)","1/1/17",34.227323,-118.396127
"172",2017,618.0514468,"Sun Valley","(34.2330185, -118.391909)","1/1/17",34.2330185,-118.391909
"173",2017,618.0514468,"Sun Valley","(34.211448, -118.409348)","1/1/17",34.211448,-118.409348
"174",2017,618.0514468,"Sun Valley","(34.21209, -118.3921495)","1/1/17",34.21209,-118.3921495
"175",2017,618.0514468,"Sun Valley","(34.219592, -118.39214)","1/1/17",34.219592,-118.39214
"176",2017,618.0514468,"Sun Valley","(34.2176405, -118.3816355)","1/1/17",34.2176405,-118.3816355
"177",2017,618.0514468,"Sun Valley","(34.2171585, -118.4183795)","1/1/17",34.2171585,-118.4183795
"178",2017,618.0514468,"Sun Valley","(34.21116, -118.371144)","1/1/17",34.21116,-118.371144
"179",2017,618.0514468,"Sun Valley","(34.2138845, -118.3714175)","1/1/17",34.2138845,-118.3714175
"180",2017,618.0514468,"Sun Valley","(34.220949, -118.3717735)","1/1/17",34.220949,-118.3717735
"181",2017,683.7339495,"Sun Valley","(34.214391, -118.3596165)","1/1/17",34.214391,-118.3596165
"182",2017,618.0514468,"Sun Valley","(34.204063, -118.3921485)","1/1/17",34.204063,-118.3921485
"183",2017,618.0514468,"Sun Valley","(34.203194, -118.3834125)","1/1/17",34.203194,-118.3834125
"184",2017,618.0514468,"Sun Valley","(34.202326, -118.374682)","1/1/17",34.202326,-118.374682
"185",2017,682.7179828,"Sun Valley","(34.2048255, -118.366247)","1/1/17",34.2048255,-118.366247
"186",2017,686.2205764,"North Hollywood","(34.1906295, -118.365029)","1/1/17",34.1906295,-118.365029
"187",2017,660.477176,"North Hollywood","(34.183057, -118.364585)","1/1/17",34.183057,-118.364585
"188",2017,618.0514468,"North Hollywood","(34.195833, -118.392147)","1/1/17",34.195833,-118.392147
"189",2017,618.0514468,"North Hollywood","(34.193936, -118.39433)","1/1/17",34.193936,-118.39433
"190",2017,618.0514468,"North Hollywood","(34.194979, -118.383413)","1/1/17",34.194979,-118.383413
"191",2017,618.0514468,"North Hollywood","(34.1941185, -118.3746795)","1/1/17",34.1941185,-118.3746795
"192",2017,618.0514468,"North Hollywood","(34.199392, -118.401141)","1/1/17",34.199392,-118.401141
"193",2017,618.0514468,"Valley Glen","(34.1975515, -118.411425)","1/1/17",34.1975515,-118.411425
"194",2017,618.0514468,"Valley Glen","(34.19712, -118.4056305)","1/1/17",34.19712,-118.4056305
"195",2017,618.0514468,"Valley Glen","(34.197565, -118.4224435)","1/1/17",34.197565,-118.4224435
"196",2017,618.0514468,"Valley Glen","(34.1939335, -118.418128)","1/1/17",34.1939335,-118.418128
"197",2017,618.0514468,"Valley Glen","(34.195752, -118.4268885)","1/1/17",34.195752,-118.4268885
"198",2017,618.0514468,"Valley Glen","(34.190302, -118.4244185)","1/1/17",34.190302,-118.4244185
"199",2017,618.0514468,"Valley Glen","(34.177484, -118.417834)","1/1/17",34.177484,-118.417834
"200",2017,618.0514468,"Valley Glen","(34.1794765, -118.42688)","1/1/17",34.1794765,-118.42688
"201",2017,618.0514468,"Valley Glen","(34.184859, -118.409517)","1/1/17",34.184859,-118.409517
"202",2017,618.0514468,"Valley Glen","(34.181224, -118.400846)","1/1/17",34.181224,-118.400846
"203",2017,618.0514468,"North Hollywood","(34.1848585, -118.394806)","1/1/17",34.1848585,-118.394806
"204",2017,618.0514468,"North Hollywood","(34.176766, -118.3921365)","1/1/17",34.176766,-118.3921365
"205",2017,618.0514468,"Valley Village","(34.162959, -118.4048165)","1/1/17",34.162959,-118.4048165
"206",2017,618.0514468,"North Hollywood","(34.175783, -118.383398)","1/1/17",34.175783,-118.383398
"207",2017,618.0514468,"North Hollywood","(34.1884915, -118.3834125)","1/1/17",34.1884915,-118.3834125
"208",2017,618.0514468,"North Hollywood","(34.1848615, -118.383409)","1/1/17",34.1848615,-118.383409
"209",2017,618.0514468,"North Hollywood","(34.181229, -118.383405)","1/1/17",34.181229,-118.383405
"210",2017,618.0514468,"North Hollywood","(34.1848665, -118.374674)","1/1/17",34.1848665,-118.374674
"211",2017,618.0514468,"North Hollywood","(34.177602, -118.3746645)","1/1/17",34.177602,-118.3746645
"212",2017,618.0514468,"North Hollywood","(34.1739735, -118.3746565)","1/1/17",34.1739735,-118.3746565
"213",2017,685.0551522,"North Hollywood","(34.175793, -118.36403)","1/1/17",34.175793,-118.36403
"214",2017,618.0514468,"Valley Glen","(34.1738495, -118.409707)","1/1/17",34.1738495,-118.409707
"215",2017,618.0514468,"Valley Glen","(34.1741095, -118.4246955)","1/1/17",34.1741095,-118.4246955
"216",2017,618.0514468,"Sherman Oaks","(34.161935, -118.4268715)","1/1/17",34.161935,-118.4268715
"217",2017,618.0514468,"Sherman Oaks","(34.162466912294278, -118.41386449999408)","1/1/17",34.1624669122943,-118.413864499994
"218",2017,618.0514468,"Valley Village","(34.170222, -118.4008735)","1/1/17",34.170222,-118.4008735
"219",2017,618.0514468,"Valley Village","(34.1666115, -118.4008715)","1/1/17",34.1666115,-118.4008715
"220",2017,618.0514468,"Valley Village","(34.1648815, -118.39212)","1/1/17",34.1648815,-118.39212
"221",2017,618.0514468,"Valley Village","(34.1648915, -118.383369)","1/1/17",34.1648915,-118.383369
"222",2017,687.4581287,"North Hollywood","(34.1685345, -118.3668635)","1/1/17",34.1685345,-118.3668635
"223",2017,618.0514468,"North Hollywood","(34.1667075, -118.3702555)","1/1/17",34.1667075,-118.3702555
"224",2017,618.0514468,"North Hollywood","(34.1612765, -118.374603)","1/1/17",34.1612765,-118.374603
"225",2017,618.0514468,"North Hollywood","(34.1568065, -118.3734175)","1/1/17",34.1568065,-118.3734175
"226",2017,618.0514468,"North Hollywood","(34.1621865, -118.365879)","1/1/17",34.1621865,-118.365879
"227",2017,618.0514468,"Toluca Lake","(34.1564755, -118.3658595)","1/1/17",34.1564755,-118.3658595
"228",2017,667.3701637,"Toluca Lake","(34.1588915, -118.355607)","1/1/17",34.1588915,-118.355607
"229",2017,618.0514468,"Van Nuys","(34.206446, -118.4443775)","1/1/17",34.206446,-118.4443775
"230",2017,618.0514468,"Van Nuys","(34.2046925, -118.42898)","1/1/17",34.2046925,-118.42898
"231",2017,618.0514468,"Van Nuys","(34.2056005, -118.4356785)","1/1/17",34.2056005,-118.4356785
"232",2017,618.0514468,"Van Nuys","(34.2080785, -118.45744)","1/1/17",34.2080785,-118.45744
"233",2017,618.0514468,"Van Nuys","(34.2047635, -118.4531115)","1/1/17",34.2047635,-118.4531115
"234",2017,618.0514468,"Van Nuys","(34.2087545, -118.4697515)","1/1/17",34.2087545,-118.4697515
"235",2017,618.0514468,"Van Nuys","(34.211219, -118.4794785)","1/1/17",34.211219,-118.4794785
"236",2017,618.0514468,"Van Nuys","(34.2182555, -118.469623)","1/1/17",34.2182555,-118.469623
"237",2017,618.0514468,"Van Nuys","(34.19575, -118.479983)","1/1/17",34.19575,-118.479983
"238",2017,618.0514468,"Van Nuys","(34.199296, -118.479612)","1/1/17",34.199296,-118.479612
"239",2017,618.0514468,"Van Nuys","(34.1902705, -118.485831)","1/1/17",34.1902705,-118.485831
"240",2017,618.0514468,"Van Nuys","(34.190276, -118.4777465)","1/1/17",34.190276,-118.4777465
"241",2017,618.0514468,"Van Nuys","(34.1871595, -118.4701935)","1/1/17",34.1871595,-118.4701935
"242",2017,618.0514468,"Van Nuys","(34.197487, -118.4701995)","1/1/17",34.197487,-118.4701995
"243",2017,618.0514468,"Van Nuys","(34.197557, -118.4530895)","1/1/17",34.197557,-118.4530895
"244",2017,618.0514468,"Van Nuys","(34.197493, -118.461823)","1/1/17",34.197493,-118.461823
"245",2017,618.0514468,"Van Nuys","(34.192108, -118.457452)","1/1/17",34.192108,-118.457452
"246",2017,618.0514468,"Van Nuys","(34.1886615, -118.457449)","1/1/17",34.1886615,-118.457449
"247",2017,618.0514468,"Van Nuys","(34.197562, -118.444372)","1/1/17",34.197562,-118.444372
"248",2017,618.0514468,"Van Nuys","(34.197565, -118.435622)","1/1/17",34.197565,-118.435622
"249",2017,618.0514468,"Valley Glen","(34.1902995, -118.4356175)","1/1/17",34.1902995,-118.4356175
"250",2017,618.0514468,"Van Nuys","(34.190296, -118.444351)","1/1/17",34.190296,-118.444351
"251",2017,618.0514468,"Van Nuys","(34.183584, -118.4443465)","1/1/17",34.183584,-118.4443465
"252",2017,618.0514468,"Valley Glen","(34.1832715, -118.4356135)","1/1/17",34.1832715,-118.4356135
"253",2017,618.0514468,"Van Nuys","(34.18353, -118.4596295)","1/1/17",34.18353,-118.4596295
"254",2017,618.0514468,"Van Nuys","(34.18356, -118.4530775)","1/1/17",34.18356,-118.4530775
"255",2017,618.0514468,"Van Nuys","(34.178852, -118.461253)","1/1/17",34.178852,-118.461253
"256",2017,618.0514468,"Sherman Oaks","(34.1703025, -118.4443375)","1/1/17",34.1703025,-118.4443375
"257",2017,618.0514468,"Valley Glen","(34.1781255, -118.439977)","1/1/17",34.1781255,-118.439977
"258",2017,618.0514468,"Sherman Oaks","(34.1712145, -118.4356065)","1/1/17",34.1712145,-118.4356065
"259",2017,618.0514468,"Sherman Oaks","(34.1600075, -118.439966)","1/1/17",34.1600075,-118.439966
"260",2017,618.0514468,"Sherman Oaks","(34.1684665, -118.46564)","1/1/17",34.1684665,-118.46564
"261",2017,618.0514468,"Sherman Oaks","(34.1684825, -118.455251)","1/1/17",34.1684825,-118.455251
"262",2017,618.0514468,"Sherman Oaks","(34.160867, -118.4590905)","1/1/17",34.160867,-118.4590905
"263",2017,618.0514468,"Reseda","(34.214552, -118.541108)","1/1/17",34.214552,-118.541108
"264",2017,618.0514468,"Reseda","(34.1992525, -118.5399945)","1/1/17",34.1992525,-118.5399945
"265",2017,618.0514468,"Lake Balboa","(34.2148095, -118.505505)","1/1/17",34.2148095,-118.505505
"266",2017,618.0514468,"Lake Balboa","(34.2147545, -118.514238)","1/1/17",34.2147545,-118.514238
"267",2017,618.0514468,"Reseda","(34.2146895, -118.5229705)","1/1/17",34.2146895,-118.5229705
"268",2017,618.0514468,"Reseda","(34.214622, -118.531704)","1/1/17",34.214622,-118.531704
"269",2017,618.0514468,"Reseda","(34.214462, -118.553111)","1/1/17",34.214462,-118.553111
"270",2017,618.0514468,"Reseda","(34.2046655, -118.5578915)","1/1/17",34.2046655,-118.5578915
"271",2017,618.0514468,"Reseda","(34.2046775, -118.548712)","1/1/17",34.2046775,-118.548712
