Zip.Code,Sample.Number,Date.Submitted,Lead.ppb,copper.ppb,Street..,City,N,income,ave.income
48503,LG59613,7/14/16,40,460,2224,FLINT,9642,310929,32.24735532
48503,LG79600,10/3/16,0,0,2200,FLINT,9642,310929,32.24735532
48503,LG79601,10/3/16,0,100,2200,FLINT,9642,310929,32.24735532
48503,LG79604,10/3/16,0,50,2200,FLINT,9642,310929,32.24735532
48503,LG91214,12/12/16,,,924,FLINT,9642,310929,32.24735532
48503,LG75391,9/21/16,0,110,911,FLINT,9642,310929,32.24735532
48503,LG86523,11/10/16,,,2702,FLINT,9642,310929,32.24735532
48503,LG59573,7/14/16,0,0,4122,FLINT,9642,310929,32.24735532
48503,LG86541,11/10/16,,,605,FLINT,9642,310929,32.24735532
48503,LG69499,8/25/16,0,0,606,FLINT,9642,310929,32.24735532
48503,LG69559,8/25/16,2,70,2822,FLINT,9642,310929,32.24735532
48503,LG61096,7/20/16,0,60,1201,FLINT,9642,310929,32.24735532
48503,LG61097,7/20/16,0,80,1201,FLINT,9642,310929,32.24735532
48503,LG61098,7/20/16,0,130,1201,FLINT,9642,310929,32.24735532
48503,LG69512,8/25/16,44,450,4321,FLINT,9642,310929,32.24735532
48503,LG75340,9/21/16,2,0,2808,FLINT,9642,310929,32.24735532
48503,LG76102,9/22/16,2,0,2812,FLINT,9642,310929,32.24735532
48503,LG87992,11/21/16,,,1518,FLINT,9642,310929,32.24735532
48503,LG60682,7/19/16,0,0,2622,FLINT,9642,310929,32.24735532
48503,LG89414,12/1/16,,,2461,FLINT,9642,310929,32.24735532
48503,LG61106,7/20/16,0,90,1201,FLINT,9642,310929,32.24735532
48503,LG87996,11/21/16,,,1518,FLINT,9642,310929,32.24735532
48503,LG75372,9/21/16,2,0,2840,FLINT,9642,310929,32.24735532
48503,LG59585,7/14/16,48,100,701,FLINT,9642,310929,32.24735532
48503,LG61110,7/20/16,0,90,1201,FLINT,9642,310929,32.24735532
48503,LG88000,11/21/16,,,1518,FLINT,9642,310929,32.24735532
48503,LG71370,9/6/16,0,0,1025,FLINT,9642,310929,32.24735532
48503,LG61113,7/20/16,0,0,1201,FLINT,9642,310929,32.24735532
48503,LG87348,11/17/16,2,0,2827,FLINT,9642,310929,32.24735532
48503,LG87324,11/17/16,7,0,1713,FLINT,9642,310929,32.24735532
48503,LG76249,9/22/16,0,0,3623,FLINT,9642,310929,32.24735532
48503,LG75292,9/21/16,10,0,737,FLINT,9642,310929,32.24735532
48503,LG61118,7/20/16,0,80,1201,FLINT,9642,310929,32.24735532
48503,LG61119,7/20/16,0,110,1201,FLINT,9642,310929,32.24735532
48503,LG76331,9/22/16,0,0,2410,FLINT,9642,310929,32.24735532
48503,LG69507,8/25/16,10,0,1909,FLINT,9642,310929,32.24735532
48503,LG88011,11/21/16,,,1518,FLINT,9642,310929,32.24735532
48503,LG92065,12/15/16,,,3622,FLINT,9642,310929,32.24735532
