State,County,2019_Good.Days,2019_Moderate.Days,2019_Unhealthy.Days,2019_Days.Ozone.hazardous,2020_Good.Days,2020_Moderate.Days,2020_Unhealthy.Days,2020_Days.Ozone.hazardous
Virginia,Hopewell City,57,0,0,0,41,0,0,0
Virginia,Loudoun,298,38,0,211,189,3,0,163
Virginia,Lynchburg City,107,1,0,0,64,1,0,0
Virginia,Madison,336,26,0,352,236,2,0,235
Virginia,Norfolk City,357,7,0,0,202,1,0,0
Virginia,Prince Edward,351,7,0,358,241,0,0,241
Virginia,Prince William,347,17,0,245,180,2,0,181
Virginia,Richmond City,311,51,0,0,268,5,0,0
Virginia,Roanoke,329,36,0,203,260,15,0,188
Virginia,Rockbridge,263,11,0,234,233,0,0,213
Virginia,Rockingham,349,16,0,227,269,3,0,200
Virginia,Salem City,113,5,0,0,61,2,0,0
Virginia,Stafford,244,16,0,240,192,1,0,177
Virginia,Suffolk City,223,22,0,245,120,1,0,121
Virginia,Virginia Beach City,106,9,0,0,65,2,0,0
Virginia,Winchester City,57,0,0,0,43,0,0,0
Virginia,Wythe,232,10,0,242,202,2,0,204
Washington,Adams,354,6,0,0,242,0,0,0
Washington,Asotin,292,64,0,0,211,32,0,0
Washington,Benton,303,61,0,158,228,15,0,106
Washington,Chelan,298,66,0,0,239,5,0,0
Washington,Clallam,341,24,0,238,241,3,0,182
Washington,Clark,305,58,0,145,230,14,0,54
Washington,Columbia,340,25,0,0,243,0,0,0
Washington,Cowlitz,338,22,0,0,243,1,0,0
Washington,Franklin,314,19,0,0,224,1,0,0
Washington,Garfield,350,8,0,0,242,2,0,0
Washington,Grant,339,26,0,0,243,1,0,0
Washington,Grays Harbor,348,4,0,0,242,2,0,0
Washington,Jefferson,364,1,0,0,218,0,0,0
Washington,King,280,85,0,110,222,21,1,130
Washington,Kitsap,338,2,0,0,236,3,0,0
Washington,Kittitas,305,60,0,0,233,10,0,0
Washington,Klickitat,339,26,0,0,242,2,0,0
Washington,Lewis,343,22,0,0,243,0,0,0
Washington,Mason,339,22,0,0,235,0,0,0
Washington,Okanogan,260,105,0,0,195,49,0,0
Washington,Pierce,285,78,0,205,218,25,0,189
Washington,Skagit,361,4,0,97,187,0,0,71
Washington,Snohomish,272,91,0,0,215,29,0,0
Washington,Spokane,301,63,0,143,237,7,0,107
Washington,Stevens,274,90,0,0,199,45,0,0
Washington,Thurston,323,42,0,150,238,6,0,109
Washington,Walla Walla,328,37,0,0,235,9,0,0
Washington,Whatcom,277,78,0,55,204,34,3,109
Washington,Whitman,354,11,0,0,241,3,0,0
Washington,Yakima,227,128,0,0,209,35,0,0
West Virginia,Berkeley,252,24,0,224,220,11,0,201
West Virginia,Brooke,317,45,0,0,249,25,0,0
West Virginia,Cabell,255,20,0,216,223,11,0,198
West Virginia,Gilmer,333,3,0,336,242,0,0,242
West Virginia,Greenbrier,222,20,0,242,201,2,0,203
West Virginia,Hancock,330,35,0,228,246,27,0,185
West Virginia,Harrison,101,10,0,0,84,6,0,0
West Virginia,Kanawha,314,51,0,240,257,18,0,210
West Virginia,Marion,87,12,0,0,54,4,0,0
West Virginia,Marshall,326,28,0,0,254,8,0,0
West Virginia,Mason,352,6,0,0,259,9,0,0
West Virginia,Mineral,321,10,1,0,134,0,0,0
West Virginia,Monongalia,337,27,0,226,256,14,0,196
West Virginia,Ohio,249,34,0,230,196,26,0,193
West Virginia,Tucker,349,13,0,355,235,2,0,236
West Virginia,Wood,333,31,0,226,258,16,0,199
Wisconsin,Ashland,343,21,0,313,176,6,0,165
Wisconsin,Brown,314,51,0,168,152,29,0,84
Wisconsin,Columbia,184,8,0,192,82,7,0,93
Wisconsin,Dane,287,78,0,161,141,40,0,71
Wisconsin,Dodge,297,67,0,260,156,36,0,125
Wisconsin,Door,191,9,0,201,87,10,0,100
Wisconsin,Eau Claire,305,58,0,167,160,22,0,84
Wisconsin,Fond du Lac,195,7,0,202,86,7,0,95
Wisconsin,Forest,338,25,0,296,169,13,0,155
Wisconsin,Grant,304,60,0,0,147,30,0,0
Wisconsin,Jefferson,191,12,0,203,87,9,0,100
Wisconsin,Kenosha,289,74,0,220,145,33,1,107
Wisconsin,Kewaunee,199,11,0,210,93,7,0,100
Wisconsin,La Crosse,310,55,0,186,152,28,0,86
Wisconsin,Manitowoc,187,15,0,202,71,11,0,84
Wisconsin,Marathon,196,9,0,205,86,6,0,92
Wisconsin,Milwaukee,269,93,0,193,133,47,1,101
Wisconsin,Oneida,363,2,0,0,179,3,0,0
Wisconsin,Outagamie,304,59,0,172,149,31,0,81
Wisconsin,Ozaukee,308,52,0,201,148,30,1,91
Wisconsin,Racine,174,28,0,203,78,11,1,93
Wisconsin,Rock,185,18,0,203,90,6,0,99
Wisconsin,Sauk,311,53,0,175,150,31,0,80
Wisconsin,Sheboygan,180,24,0,206,83,14,1,100
Wisconsin,Taylor,320,45,0,277,226,18,0,212
Wisconsin,Vilas,345,17,0,177,172,10,0,95
Wisconsin,Walworth,189,15,0,205,80,8,0,92
Wisconsin,Waukesha,281,83,0,154,132,41,0,72
Wyoming,Albany,247,118,0,328,175,63,0,224
Wyoming,Big Horn,344,12,0,356,178,4,0,182
Wyoming,Campbell,309,55,0,228,232,41,0,113
Wyoming,Carbon,325,38,0,347,182,0,0,0
Wyoming,Converse,317,47,0,319,247,27,0,157
Wyoming,Fremont,294,69,0,321,155,27,0,169
Wyoming,Johnson,345,19,0,356,172,9,0,178
Wyoming,Laramie,305,60,0,334,169,14,0,174
Wyoming,Lincoln,364,1,0,0,178,4,0,0
Wyoming,Natrona,327,37,0,358,173,9,0,181
Wyoming,Park,295,12,0,268,61,0,0,0
Wyoming,Platte,56,3,0,0,37,3,0,0
Wyoming,Sheridan,325,40,0,305,175,7,0,175
Wyoming,Sublette,266,88,3,363,190,50,0,244
Wyoming,Sweetwater,262,100,0,321,178,54,2,200
Wyoming,Teton,326,39,0,359,224,15,1,237
Wyoming,Uinta,315,49,0,360,194,41,0,225
Wyoming,Weston,340,25,0,360,173,9,0,170
