"","State","County","num","population","X2019_Good.Days","X2019_Moderate.Days","X2019_Unhealthy.Days","X2019_Days.Ozone.hazardous","X2020_Good.Days","X2020_Moderate.Days","X2020_Unhealthy.Days","X2020_Days.Ozone.hazardous"
"508","New Mexico","Bernalillo",1,676803,164,197,0,248,103,80,0,126
"509","New Mexico","Catron",3,3611,111,0,0,0,20,0,0,0
"510","New Mexico","Chaves",5,65148,117,1,0,0,20,0,0,0
"511","New Mexico","Eddy",15,62329,212,134,2,363,162,73,0,239
"512","New Mexico","Lea",25,74635,252,109,0,309,174,8,0,170
"513","New Mexico","Lincoln",27,20313,107,0,0,0,17,0,0,0
"514","New Mexico","Los Alamos",28,19415,117,0,0,0,20,0,0,0
"515","New Mexico","Luna",29,25447,349,10,0,0,249,12,0,0
"516","New Mexico","Rio Arriba",39,40269,315,43,0,354,153,26,0,179
"517","New Mexico","San Juan",45,121368,208,157,0,362,209,65,0,244
"518","New Mexico","Sandoval",43,149276,276,87,0,356,137,43,0,180
"519","New Mexico","Santa Fe",49,155041,274,87,0,352,225,47,0,178
"520","New Mexico","Socorro",53,16558,92,0,0,0,20,0,0,0
"521","New Mexico","Taos",55,34459,334,24,0,0,172,9,0,0
"522","New Mexico","Valencia",61,76369,270,87,0,357,146,30,0,176
"523","New York","Albany",1,313987,322,43,0,242,241,33,0,161
"524","New York","Bronx",5,1461125,280,82,0,164,214,60,0,158
"525","New York","Chautauqua",13,127578,337,27,0,320,249,23,0,264
"526","New York","Dutchess",27,295398,353,12,0,331,265,9,0,240
"527","New York","Erie",29,952598,310,55,0,221,236,37,2,205
"528","New York","Essex",31,37326,332,33,0,362,260,14,0,266
"529","New York","Hamilton",41,5073,358,2,0,323,267,3,0,267
"530","New York","Jefferson",45,116273,198,7,0,205,256,13,0,269
"531","New York","Kings",47,2719044,335,30,0,0,256,17,0,0
"532","New York","Monroe",55,757790,321,44,0,235,242,33,0,210
"533","New York","Nassau",59,1390559,344,19,0,0,264,8,0,0
"534","New York","New York",61,1677306,293,70,0,184,232,42,0,199
"535","New York","Niagara",63,212125,339,13,0,352,252,18,0,270
"536","New York","Oneida",65,231575,345,10,0,0,263,9,0,0
"537","New York","Onondaga",67,474316,337,28,0,281,249,23,0,222
"538","New York","Orange",71,401088,343,22,0,275,259,15,0,202
"539","New York","Oswego",75,117440,316,5,0,321,259,10,0,269
"540","New York","Putnam",79,97632,348,15,0,329,262,6,0,229
"541","New York","Queens",81,2388586,292,69,0,189,221,51,0,184
"542","New York","Richmond",85,494586,314,51,0,224,238,32,0,190
"543","New York","Rockland",87,337394,335,29,0,296,255,19,0,236
"544","New York","Saratoga",91,235794,328,3,0,331,224,4,0,228
"545","New York","St. Lawrence",89,108554,279,76,0,0,216,44,0,0
"546","New York","Steuben",101,93314,349,16,0,292,268,7,0,215
"547","New York","Suffolk",103,1521950,300,56,0,295,225,43,0,227
"548","New York","Tompkins",109,99784,358,7,0,353,239,3,0,242
"549","New York","Wayne",117,91193,253,15,0,268,217,20,0,237
"550","New York","Westchester",119,1001431,330,34,0,292,242,29,0,221
"551","North Carolina","Alexander",3,36482,274,31,0,245,266,3,0,212
"552","North Carolina","Avery",11,17848,335,28,0,361,261,13,0,273
"553","North Carolina","Beaufort",13,44690,352,0,0,0,259,0,0,0
"554","North Carolina","Brunswick",19,138157,325,24,0,0,242,10,0,0
"555","North Carolina","Buncombe",21,269694,328,37,0,197,266,8,0,194
"556","North Carolina","Caldwell",27,80632,275,29,0,243,271,0,0,212
"557","North Carolina","Carteret",31,67724,239,20,0,259,237,3,0,240
"558","North Carolina","Caswell",33,22699,236,9,0,245,264,5,0,210
"559","North Carolina","Catawba",35,160892,298,63,0,0,216,23,0,0
"560","North Carolina","Cumberland",51,334391,282,81,0,206,250,23,0,174
"561","North Carolina","Davidson",57,169196,272,78,0,0,183,27,0,0
"562","North Carolina","Durham",63,325561,293,71,0,203,258,15,0,166
"563","North Carolina","Edgecombe",65,48777,325,38,0,200,247,14,0,166
"564","North Carolina","Forsyth",67,383166,236,129,0,180,204,40,0,147
"565","North Carolina","Graham",75,8035,191,54,0,245,196,15,0,211
"566","North Carolina","Granville",77,61060,195,45,0,240,206,1,0,207
"567","North Carolina","Guilford",81,539498,293,72,0,222,259,15,0,183
"568","North Carolina","Haywood",87,62223,296,66,0,244,248,26,0,213
"569","North Carolina","Hyde",95,4551,101,2,0,0,18,0,0,0
"570","North Carolina","Jackson",99,42231,100,3,0,0,20,0,0,0
"571","North Carolina","Johnston",101,217787,294,69,0,166,236,15,0,167
"572","North Carolina","Lenoir",107,55050,205,32,0,237,201,6,0,207
"573","North Carolina","Lincoln",109,87206,178,65,0,243,212,2,0,214
"574","North Carolina","Macon",113,37092,343,15,0,358,236,2,0,238
"575","North Carolina","Martin",117,21953,322,34,0,237,271,0,0,209
"576","North Carolina","Mecklenburg",119,1116788,234,121,0,217,259,45,0,190
"577","North Carolina","Mitchell",121,14906,325,8,0,0,228,6,0,0
"578","North Carolina","Montgomery",123,25719,308,57,0,248,231,13,0,151
"579","North Carolina","New Hanover",129,226307,319,29,0,222,255,10,0,198
"580","North Carolina","Northampton",131,17435,138,15,0,0,257,10,0,0
"581","North Carolina","Person",145,39187,314,48,0,240,268,4,0,203
"582","North Carolina","Pitt",147,170378,308,44,0,208,255,16,0,180
"583","North Carolina","Rockingham",157,91188,207,38,0,245,208,5,0,212
"584","North Carolina","Rowan",159,147148,289,76,0,325,246,27,0,211
"585","North Carolina","Swain",173,14099,323,39,0,182,267,6,0,184
"586","North Carolina","Union",179,239443,175,57,0,235,210,0,0,210
"587","North Carolina","Wake",183,1130685,245,120,0,175,219,54,0,155
"588","North Carolina","Yancey",199,18490,191,53,0,244,175,37,0,213
"589","North Dakota","Billings",7,933,354,11,0,327,267,6,0,254
"590","North Dakota","Burke",13,2208,354,11,0,324,265,8,0,230
"591","North Dakota","Burleigh",15,98594,331,34,0,212,251,23,0,183
"592","North Dakota","Cass",17,184874,327,34,1,264,257,14,0,223
"593","North Dakota","Dunn",25,4100,348,17,0,339,270,4,0,260
"594","North Dakota","McKenzie",53,14776,353,12,0,338,265,6,0,255
"595","North Dakota","Mercer",57,8348,341,24,0,270,258,11,0,212
"596","North Dakota","Oliver",65,1869,339,26,0,342,260,14,0,242
"597","North Dakota","Ward",101,69923,347,17,0,262,267,7,0,251
"598","North Dakota","Williams",105,41184,309,53,0,253,182,0,0,0
"599","Ohio","Adams",1,27440,361,4,0,0,255,18,0,0
"600","Ohio","Allen",3,102107,303,61,0,214,234,33,0,200
"601","Ohio","Ashtabula",7,97516,334,23,0,245,257,17,0,211
"602","Ohio","Athens",9,62371,116,4,0,0,49,2,0,0
"603","Ohio","Belmont",13,66283,349,16,0,0,266,8,0,0
"604","Ohio","Butler",17,390872,247,105,0,275,222,49,0,231
"605","Ohio","Clark",23,135879,220,143,0,157,224,49,0,183
"606","Ohio","Clermont",25,208738,287,67,0,213,241,33,0,189
"607","Ohio","Clinton",27,42023,203,41,0,244,174,24,0,198
"608","Ohio","Columbiana",29,101634,350,0,0,0,273,0,0,0
"609","Ohio","Cuyahoga",35,1262523,188,173,0,133,172,95,1,139
"610","Ohio","Delaware",41,215139,214,27,0,241,191,21,0,213
"611","Ohio","Fayette",47,28971,332,23,0,355,216,22,0,238
"612","Ohio","Franklin",49,1324357,244,120,0,174,225,49,0,178
"613","Ohio","Gallia",53,29241,337,26,0,0,251,20,0,0
"614","Ohio","Geauga",55,95347,189,39,0,230,183,31,0,214
"615","Ohio","Greene",57,168119,213,30,0,243,189,25,0,214
"616","Ohio","Hamilton",61,830320,162,197,0,152,165,104,0,117
"617","Ohio","Harrison",67,14486,290,3,0,0,227,0,0,0
"618","Ohio","Jefferson",81,65171,232,131,0,119,223,50,0,178
"619","Ohio","Knox",83,62783,218,27,0,245,195,19,0,214
"620","Ohio","Lake",85,232508,317,43,0,231,229,35,0,189
"621","Ohio","Lawrence",87,58136,328,37,0,197,255,19,0,180
"622","Ohio","Licking",89,178769,223,22,0,245,199,15,0,214
"623","Ohio","Lorain",93,313495,313,49,0,204,241,28,1,169
"624","Ohio","Lucas",95,430834,293,71,0,200,220,46,0,183
"625","Ohio","Madison",97,43853,209,36,0,245,189,25,0,214
"626","Ohio","Mahoning",99,228005,308,57,0,177,240,33,0,155
"627","Ohio","Medina",103,182636,304,49,0,163,244,30,0,163
"628","Ohio","Miami",109,108950,226,15,0,241,186,12,0,198
"629","Ohio","Montgomery",113,537093,229,136,0,168,196,72,0,153
"630","Ohio","Morgan",115,13756,351,0,0,0,261,0,0,0
"631","Ohio","Noble",121,14086,336,25,0,341,213,21,0,232
"632","Ohio","Portage",133,161833,252,18,0,214,199,32,0,211
"633","Ohio","Preble",135,41001,266,98,0,219,237,37,0,195
"634","Ohio","Scioto",145,73844,356,9,0,0,272,2,0,0
"635","Ohio","Stark",151,374486,226,139,0,164,194,77,0,156
"636","Ohio","Summit",153,539792,279,83,0,170,208,64,0,117
"637","Ohio","Trumbull",155,201672,295,67,0,208,240,27,1,199
"638","Ohio","Warren",165,243201,284,73,0,199,214,56,0,186
"639","Ohio","Washington",167,59644,219,26,0,245,202,11,0,214
"640","Ohio","Wood",173,132248,225,19,0,244,185,13,0,198
"641","Oklahoma","Adair",1,19451,338,27,0,262,168,11,1,106
"642","Oklahoma","Canadian",17,155425,306,48,0,355,246,24,0,270
"643","Oklahoma","Carter",19,48036,285,80,0,218,178,92,0,133
"644","Oklahoma","Cleveland",27,296207,231,134,0,192,189,81,0,146
"645","Oklahoma","Comanche",31,121125,285,80,0,223,221,50,0,170
"646","Oklahoma","Creek",37,71837,331,24,0,356,261,11,0,272
"647","Oklahoma","Dewey",43,4474,293,72,0,240,220,51,0,180
"648","Oklahoma","Garfield",47,62692,339,6,0,0,268,1,0,0
"649","Oklahoma","Grant",53,4174,27,0,0,0,16,0,0,0
"650","Oklahoma","Johnston",69,10241,128,13,0,141,210,17,0,227
"651","Oklahoma","Kay",71,43609,292,72,0,139,226,51,0,123
"652","Oklahoma","Mayes",97,39053,351,14,0,296,221,1,0,109
"653","Oklahoma","Muskogee",101,66241,269,15,1,0,230,0,0,0
"654","Oklahoma","Oklahoma",109,798200,227,137,0,204,168,103,0,134
"655","Oklahoma","Osage",113,45778,311,43,0,354,233,25,0,258
"656","Oklahoma","Ottawa",115,30229,289,73,0,80,147,19,1,67
"657","Oklahoma","Pittsburg",121,43784,272,91,0,238,221,51,0,157
"658","Oklahoma","Sequoyah",135,39246,325,36,0,201,194,16,0,107
"659","Oklahoma","Tulsa",143,670653,256,108,0,225,212,61,0,171
"660","Oregon","Baker",1,16725,328,32,0,0,178,4,0,0
"661","Oregon","Benton",3,95208,332,33,0,0,181,1,0,0
"662","Oregon","Clackamas",5,422444,217,7,0,143,79,0,0,61
"663","Oregon","Columbia",9,52730,355,8,0,141,151,1,0,61
"664","Oregon","Crook",13,24923,296,68,0,0,122,7,0,0
"665","Oregon","Deschutes",17,199454,341,19,1,0,182,0,0,0
"666","Oregon","Douglas",19,111288,288,59,0,0,86,5,0,0
"667","Oregon","Grant",23,7241,255,93,0,0,52,39,0,0
"668","Oregon","Harney",25,7502,264,95,0,0,63,37,0,0
"669","Oregon","Jackson",29,223614,295,63,4,141,173,19,0,61
"670","Oregon","Jefferson",31,24577,291,72,0,0,79,10,0,0
"671","Oregon","Josephine",33,88235,283,77,2,0,167,20,0,0
"672","Oregon","Klamath",35,69547,261,98,0,0,67,44,0,0
"673","Oregon","Lake",37,8167,311,51,0,0,117,12,0,0
"674","Oregon","Lane",39,383279,254,103,0,107,211,51,0,104
"675","Oregon","Linn",43,128978,280,83,0,0,161,21,0,0
"676","Oregon","Marion",47,346339,302,54,0,138,143,9,0,61
"677","Oregon","Multnomah",51,816467,321,44,0,228,175,16,0,120
"678","Oregon","Umatilla",59,80098,296,68,0,150,145,7,0,61
"679","Oregon","Union",61,26167,344,21,0,0,106,0,0,0
"680","Oregon","Wallowa",63,7401,333,29,0,0,180,2,0,0
"681","Oregon","Wasco",65,26631,298,52,0,0,82,9,0,0
"682","Oregon","Washington",67,601101,310,54,0,165,183,10,0,101
"683","Pennsylvania","Adams",1,103779,288,77,0,266,210,35,0,207
"684","Pennsylvania","Allegheny",3,1249524,138,212,4,98,165,103,0,141
"685","Pennsylvania","Armstrong",5,65459,323,42,0,246,211,30,0,138
"686","Pennsylvania","Beaver",7,167860,248,116,0,231,191,52,0,143
"687","Pennsylvania","Berks",11,428631,279,80,1,242,190,54,0,144
"688","Pennsylvania","Blair",13,122651,281,73,0,211,206,33,0,155
"689","Pennsylvania","Bradford",15,59969,314,38,0,242,230,11,0,162
"690","Pennsylvania","Bucks",17,646112,318,36,0,357,192,12,0,207
"691","Pennsylvania","Cambria",21,133199,296,69,0,189,210,35,0,113
"692","Pennsylvania","Centre",27,157962,267,98,0,203,217,27,0,198
"693","Pennsylvania","Chester",29,534783,266,96,0,257,189,40,0,137
"694","Pennsylvania","Clearfield",33,80438,357,2,0,359,201,2,0,203
"695","Pennsylvania","Cumberland",41,260223,268,92,0,0,198,43,0,0
"696","Pennsylvania","Dauphin",43,286685,286,75,1,237,188,56,0,138
"697","Pennsylvania","Delaware",45,576323,240,118,0,208,163,79,0,86
"698","Pennsylvania","Elk",47,30926,345,12,0,357,236,2,0,238
"699","Pennsylvania","Erie",49,270539,322,42,0,245,224,21,0,160
"700","Pennsylvania","Fayette",51,128569,313,47,0,271,218,23,0,147
"701","Pennsylvania","Franklin",55,155939,324,17,0,341,210,0,0,210
"702","Pennsylvania","Greene",59,35859,329,20,0,257,218,18,0,163
"703","Pennsylvania","Indiana",63,83142,337,27,0,348,224,12,0,201
"704","Pennsylvania","Lackawanna",69,215523,333,32,0,290,227,18,0,160
"705","Pennsylvania","Lancaster",71,552761,238,117,1,198,179,63,0,116
"706","Pennsylvania","Lawrence",73,85959,356,5,0,361,204,6,0,210
"707","Pennsylvania","Lebanon",75,143282,278,78,0,219,34,8,0,2
"708","Pennsylvania","Lehigh",77,374477,293,64,0,247,206,30,0,149
"709","Pennsylvania","Luzerne",79,325197,350,11,0,351,235,0,0,182
"710","Pennsylvania","Lycoming",81,114108,340,21,0,299,221,23,0,156
"711","Pennsylvania","Mercer",85,110534,290,75,0,259,213,30,0,190
"712","Pennsylvania","Monroe",89,168316,340,9,0,349,206,2,0,208
"713","Pennsylvania","Montgomery",91,856938,302,59,0,238,217,25,0,148
"714","Pennsylvania","Northampton",95,312774,286,74,0,242,213,26,0,154
"715","Pennsylvania","Philadelphia",101,1600600,244,115,0,206,146,36,0,94
"716","Pennsylvania","Somerset",111,74016,340,19,0,359,236,8,0,244
"717","Pennsylvania","Susquehanna",115,38334,328,24,0,0,238,6,0,0
"718","Pennsylvania","Tioga",117,41014,342,19,0,288,228,12,0,174
"719","Pennsylvania","Warren",123,38516,357,6,0,0,241,1,0,0
"720","Pennsylvania","Washington",125,209382,252,113,0,205,205,39,0,152
"721","Pennsylvania","Westmoreland",129,354316,319,35,0,278,223,16,0,171
"722","Pennsylvania","Wyoming",131,26030,19,8,0,0,232,10,0,0
"723","Pennsylvania","York",133,456692,299,66,0,232,201,43,0,126
"724","Rhode Island","Kent",3,170386,328,23,0,201,247,18,0,190
"725","Rhode Island","Providence",7,659920,298,67,0,248,234,39,0,176
"726","Rhode Island","Washington",9,129757,322,28,0,208,248,24,1,210
"727","South Carolina","Aiken",3,169163,230,35,0,265,219,1,0,220
"728","South Carolina","Anderson",7,204176,175,49,0,225,257,8,0,265
"729","South Carolina","Berkeley",15,231538,189,27,0,216,184,1,0,185
"730","South Carolina","Charleston",19,409716,305,51,0,223,250,23,0,116
"731","South Carolina","Chesterfield",25,43250,281,83,0,265,251,20,0,209
"732","South Carolina","Darlington",31,62843,227,55,0,282,220,0,0,220
"733","South Carolina","Edgefield",37,25672,299,66,0,227,260,13,0,178
"734","South Carolina","Florence",41,136811,323,38,0,0,253,12,0,0
"735","South Carolina","Greenville",45,527207,237,127,0,234,227,46,0,175
"736","South Carolina","Horry",51,353745,205,56,0,261,181,0,0,181
"737","South Carolina","Lexington",63,295033,309,56,0,0,255,17,0,0
"738","South Carolina","Oconee",73,78778,308,56,0,272,20,0,0,0
"739","South Carolina","Richland",79,415645,282,81,0,283,249,25,0,187
"740","South Carolina","Spartanburg",83,329365,249,106,0,221,235,37,0,158
"741","South Carolina","York",91,284032,262,95,0,250,260,14,0,201
"742","South Dakota","Brookings",11,34350,284,76,0,329,161,21,0,168
"743","South Dakota","Brown",13,38222,112,10,0,0,166,14,0,0
"744","South Dakota","Codington",29,28350,325,36,0,0,167,15,0,106
"745","South Dakota","Custer",33,8334,355,7,0,356,174,7,0,178
"746","South Dakota","Hughes",65,17745,350,6,0,0,176,2,0,0
"747","South Dakota","Jackson",71,2801,349,16,0,350,175,7,0,170
"748","South Dakota","Meade",93,29900,358,7,0,361,177,3,0,179
"749","South Dakota","Minnehaha",99,197686,321,43,0,307,163,20,0,130
"750","South Dakota","Pennington",103,109563,278,79,0,0,163,19,0,0
"751","South Dakota","Union",127,16853,327,37,0,267,161,20,0,152
"752","Tennessee","Anderson",1,77302,308,55,0,234,118,4,0,122
"753","Tennessee","Blount",9,135649,305,59,0,310,219,26,0,223
"754","Tennessee","Claiborne",25,32066,325,21,0,346,226,2,0,228
"755","Tennessee","Davidson",37,716058,248,116,0,132,153,29,0,73
"756","Tennessee","DeKalb",41,20187,335,28,0,363,215,4,0,219
"757","Tennessee","Dyer",45,36709,341,19,0,0,163,9,0,0
"758","Tennessee","Hamilton",65,367242,243,122,0,191,233,41,0,153
"759","Tennessee","Jefferson",89,54908,197,37,0,234,112,5,0,117
"760","Tennessee","Knox",93,480500,269,95,0,180,266,39,0,165
"761","Tennessee","Lawrence",99,44182,306,24,0,0,177,5,0,0
"762","Tennessee","Loudon",105,55127,313,52,0,151,169,13,0,98
"763","Tennessee","Madison",113,98833,330,32,0,0,172,3,0,0
"764","Tennessee","Maury",119,101824,352,10,0,0,168,3,0,0
"765","Tennessee","McMinn",107,53344,316,41,0,0,164,10,0,0
"766","Tennessee","Montgomery",125,221265,339,23,0,0,169,7,0,0
"767","Tennessee","Putnam",141,80052,351,9,0,0,175,4,0,0
"768","Tennessee","Roane",145,53510,338,18,0,0,149,5,0,0
"769","Tennessee","Sevier",155,98562,287,77,0,364,223,19,0,243
"770","Tennessee","Shelby",157,929388,239,122,0,200,120,63,0,82
"771","Tennessee","Sullivan",163,158237,237,107,0,159,165,15,0,100
"772","Tennessee","Sumner",165,197396,284,73,0,200,188,24,0,97
"773","Tennessee","Williamson",187,249538,215,30,0,245,112,9,0,121
"774","Tennessee","Wilson",189,148645,205,26,0,231,117,5,0,122
"775","Texas","Bell",27,372229,284,79,0,265,143,38,0,117
"776","Texas","Bexar",29,2015369,196,163,1,161,97,82,1,94
"777","Texas","Bowie",37,92924,254,94,0,0,150,31,0,0
"778","Texas","Brazoria",39,373481,325,33,1,360,161,21,0,178
"779","Texas","Brewster",43,9553,310,52,0,308,223,16,0,228
"780","Texas","Cameron",61,421445,236,129,0,128,106,68,3,42
"781","Texas","Collin",85,1075654,309,48,1,365,183,28,0,212
"782","Texas","Culberson",109,2185,158,16,0,103,20,0,0,0
"783","Texas","Dallas",113,2609966,227,132,0,199,169,41,0,148
"784","Texas","Denton",121,914324,280,73,0,287,155,54,0,163
"785","Texas","Ector",135,165485,319,35,0,0,179,18,0,0
"786","Texas","El Paso",141,866547,147,205,2,204,96,82,0,115
"787","Texas","Ellis",139,194295,300,65,0,269,168,44,0,144
"788","Texas","Freestone",161,19445,357,0,0,0,162,0,0,0
"789","Texas","Galveston",167,351559,293,64,0,261,140,40,0,146
"790","Texas","Gregg",183,124241,322,39,0,343,177,5,0,166
"791","Texas","Harris",201,4734505,179,159,4,154,91,85,2,77
"792","Texas","Harrison",203,68798,296,67,0,202,162,19,0,119
"793","Texas","Hidalgo",215,872806,243,120,0,132,123,54,2,73
"794","Texas","Hood",221,62054,325,31,0,357,191,15,0,206
"795","Texas","Howard",227,34812,294,36,0,0,172,21,1,0
"796","Texas","Hunt",231,100257,345,19,0,361,201,12,0,213
"797","Texas","Hutchinson",233,20568,221,57,2,0,139,45,0,0
"798","Texas","Jefferson",245,256118,249,109,1,202,138,41,0,124
"799","Texas","Johnson",251,180945,298,47,0,352,179,15,0,196
"800","Texas","Kaufman",257,147126,320,45,0,288,175,38,0,150
"801","Texas","Kleberg",273,30977,234,50,0,0,112,48,2,0
"802","Texas","Lubbock",303,311564,316,13,0,0,196,12,0,0
"803","Texas","Maverick",323,57873,287,51,0,0,143,21,1,0
"804","Texas","McLennan",309,261177,329,36,0,321,162,21,0,157
"805","Texas","Milam",331,24775,338,0,0,0,132,0,0,0
"806","Texas","Montgomery",339,625243,306,54,0,284,139,38,0,110
"807","Texas","Navarro",349,52828,275,80,3,225,154,53,0,101
"808","Texas","Nueces",355,353376,262,102,0,171,126,54,2,99
"809","Texas","Orange",361,84747,288,75,0,195,145,35,0,113
"810","Texas","Parker",367,149547,317,46,0,363,189,21,0,210
"811","Texas","Polk",373,50494,334,10,0,344,229,9,0,238
"812","Texas","Potter",375,118272,322,35,0,0,186,20,0,0
"813","Texas","Randall",381,141342,280,72,0,354,178,66,0,244
"814","Texas","Robertson",395,16771,352,0,0,0,144,0,0,0
"815","Texas","Rockwall",397,109136,305,16,0,323,198,15,0,213
"816","Texas","Rusk",401,52257,316,34,0,0,164,13,0,0
"817","Texas","Smith",423,234195,326,37,0,360,172,10,0,180
"818","Texas","Tarrant",439,2115682,234,117,0,216,134,73,1,113
"819","Texas","Titus",449,31292,346,2,0,0,174,0,0,0
"820","Texas","Travis",453,1296515,249,114,0,178,135,47,1,85
"821","Texas","Victoria",469,91303,319,22,0,341,132,14,0,146
"822","Texas","Webb",479,267345,258,106,0,138,128,52,1,91
"823","Utah","Box Elder",3,57946,313,49,0,275,167,8,0,172
"824","Utah","Cache",5,133624,272,79,0,289,212,85,4,199
"825","Utah","Carbon",7,20488,265,99,0,361,247,42,0,287
"826","Utah","Davis",11,363745,265,94,0,270,203,89,1,209
"827","Utah","Duchesne",13,19617,234,120,4,332,221,79,0,255
"828","Utah","Garfield",17,5107,258,42,0,268,271,32,0,303
"829","Utah","Iron",21,57708,329,36,0,323,272,33,0,269
"830","Utah","Salt Lake",35,1186921,172,177,0,243,159,128,2,186
"831","Utah","San Juan",37,14517,299,63,0,362,190,38,0,230
"832","Utah","Tooele",45,73338,302,61,0,312,231,69,1,247
"833","Utah","Uintah",47,35671,223,125,4,343,213,89,0,268
"834","Utah","Utah",49,663559,253,111,0,297,195,106,0,237
"835","Utah","Washington",53,182009,291,74,0,355,234,68,0,278
"836","Utah","Wayne",55,2508,109,0,0,0,20,0,0,0
"837","Utah","Weber",57,262973,243,63,0,214,208,92,0,229
"838","Vermont","Bennington",3,37300,345,20,0,312,174,8,0,164
"839","Vermont","Chittenden",7,168386,335,30,0,283,166,17,0,144
"840","Vermont","Rutland",21,60477,322,43,0,237,163,20,0,137
"841","Vermont","Windham",25,45850,104,0,0,0,19,0,0,0
"842","Virginia","Albemarle",3,112502,264,18,0,233,261,8,0,197
"843","Virginia","Arlington",13,238799,305,59,0,228,187,6,0,148
"844","Virginia","Botetourt",23,33637,353,2,0,0,179,3,0,0
"845","Virginia","Caroline",33,30924,229,10,0,239,121,1,0,122
"846","Virginia","Carroll",35,29142,61,0,0,0,42,0,0,0
"847","Virginia","Chesterfield",41,365776,255,25,0,235,226,2,0,200
"848","Virginia","Fairfax",59,1148558,260,103,0,167,181,20,0,105
"849","Virginia","Fauquier",61,72990,229,4,0,233,121,0,0,121
"850","Virginia","Frederick",69,91865,333,32,0,203,225,7,0,191
"851","Virginia","Giles",71,16785,306,55,0,296,153,41,3,130
"852","Virginia","Hanover",85,110195,216,27,0,243,212,2,0,214
"853","Virginia","Henrico",87,334344,329,34,0,302,264,12,0,219
"854","Virginia","Loudoun",107,422669,298,38,0,211,189,3,0,163
"855","Virginia","Madison",113,13860,336,26,0,352,236,2,0,235
"856","Virginia","Prince Edward",147,21898,351,7,0,358,241,0,0,241
"857","Virginia","Prince William",153,482790,347,17,0,245,180,2,0,181
"858","Virginia","Roanoke",161,96922,329,36,0,203,260,15,0,188
"859","Virginia","Rockbridge",163,22645,263,11,0,234,233,0,0,213
"860","Virginia","Rockingham",165,83765,349,16,0,227,269,3,0,200
"861","Virginia","Stafford",179,157746,244,16,0,240,192,1,0,177
"862","Virginia","Wythe",197,28312,232,10,0,242,202,2,0,204
"863","Washington","Adams",1,20608,354,6,0,0,242,0,0,0
"864","Washington","Asotin",3,22325,292,64,0,0,211,32,0,0
"865","Washington","Benton",5,207413,303,61,0,158,228,15,0,106
"866","Washington","Chelan",7,79228,298,66,0,0,239,5,0,0
"867","Washington","Clallam",9,77357,341,24,0,238,241,3,0,182
"868","Washington","Clark",11,505301,305,58,0,145,230,14,0,54
"869","Washington","Columbia",13,3949,340,25,0,0,243,0,0,0
"870","Washington","Cowlitz",15,111019,338,22,0,0,243,1,0,0
"871","Washington","Franklin",21,97143,314,19,0,0,224,1,0,0
"872","Washington","Garfield",23,2298,350,8,0,0,242,2,0,0
"873","Washington","Grant",25,99427,339,26,0,0,243,1,0,0
"874","Washington","Grays Harbor",27,75855,348,4,0,0,242,2,0,0
"875","Washington","Jefferson",31,33063,364,1,0,0,218,0,0,0
"876","Washington","King",33,2274094,280,85,0,110,222,21,1,130
"877","Washington","Kitsap",35,275802,338,2,0,0,236,3,0,0
"878","Washington","Kittitas",37,44626,305,60,0,0,233,10,0,0
"879","Washington","Klickitat",39,22816,339,26,0,0,242,2,0,0
"880","Washington","Lewis",41,82556,343,22,0,0,243,0,0,0
"881","Washington","Mason",45,66029,339,22,0,0,235,0,0,0
"882","Washington","Okanogan",47,42146,260,105,0,0,195,49,0,0
"883","Washington","Pierce",53,923524,285,78,0,205,218,25,0,189
"884","Washington","Skagit",57,129884,361,4,0,97,187,0,0,71
"885","Washington","Snohomish",61,829869,272,91,0,0,215,29,0,0
"886","Washington","Spokane",63,541125,301,63,0,143,237,7,0,107
"887","Washington","Stevens",65,46587,274,90,0,0,199,45,0,0
"888","Washington","Thurston",67,295988,323,42,0,150,238,6,0,109
"889","Washington","Walla Walla",71,62619,328,37,0,0,235,9,0,0
"890","Washington","Whatcom",73,227430,277,78,0,55,204,34,3,109
"891","Washington","Whitman",75,47804,354,11,0,0,241,3,0,0
"892","Washington","Yakima",77,256702,227,128,0,0,209,35,0,0
"893","West Virginia","Berkeley",3,122691,252,24,0,224,220,11,0,201
"894","West Virginia","Brooke",9,22472,317,45,0,0,249,25,0,0
"895","West Virginia","Cabell",11,94234,255,20,0,216,223,11,0,198
"896","West Virginia","Gilmer",21,7397,333,3,0,336,242,0,0,242
"897","West Virginia","Greenbrier",25,32895,222,20,0,242,201,2,0,203
"898","West Virginia","Hancock",29,29037,330,35,0,228,246,27,0,185
"899","West Virginia","Harrison",33,65839,101,10,0,0,84,6,0,0
"900","West Virginia","Kanawha",39,180217,314,51,0,240,257,18,0,210
"901","West Virginia","Marion",49,56230,87,12,0,0,54,4,0,0
"902","West Virginia","Marshall",51,30497,326,28,0,0,254,8,0,0
"903","West Virginia","Mason",53,25398,352,6,0,0,259,9,0,0
"904","West Virginia","Mineral",57,26890,321,10,1,0,134,0,0,0
"905","West Virginia","Monongalia",61,105905,337,27,0,226,256,14,0,196
"906","West Virginia","Ohio",69,42338,249,34,0,230,196,26,0,193
"907","West Virginia","Tucker",93,6753,349,13,0,355,235,2,0,236
"908","West Virginia","Wood",107,84142,333,31,0,226,258,16,0,199
"909","Wisconsin","Ashland",3,16018,343,21,0,313,176,6,0,165
