"","State","County","num","population","X2019_Good.Days","X2019_Moderate.Days","X2019_Unhealthy.Days","X2019_Days.Ozone.hazardous","X2020_Good.Days","X2020_Moderate.Days","X2020_Unhealthy.Days","X2020_Days.Ozone.hazardous"
"910","Wisconsin","Brown",9,268921,314,51,0,168,152,29,0,84
"911","Wisconsin","Columbia",21,58516,184,8,0,192,82,7,0,93
"912","Wisconsin","Dane",25,562577,287,78,0,161,141,40,0,71
"913","Wisconsin","Dodge",27,89353,297,67,0,260,156,36,0,125
"914","Wisconsin","Door",29,30120,191,9,0,201,87,10,0,100
"915","Wisconsin","Eau Claire",35,105874,305,58,0,167,160,22,0,84
"916","Wisconsin","Fond du Lac",39,104150,195,7,0,202,86,7,0,95
"917","Wisconsin","Forest",41,9165,338,25,0,296,169,13,0,155
"918","Wisconsin","Grant",43,51984,304,60,0,0,147,30,0,0
"919","Wisconsin","Jefferson",55,86193,191,12,0,203,87,9,0,100
"920","Wisconsin","Kenosha",59,169184,289,74,0,220,145,33,1,107
"921","Wisconsin","Kewaunee",61,20550,199,11,0,210,93,7,0,100
"922","Wisconsin","La Crosse",63,120930,310,55,0,186,152,28,0,86
"923","Wisconsin","Manitowoc",71,81384,187,15,0,202,71,11,0,84
"924","Wisconsin","Marathon",73,138047,196,9,0,205,86,6,0,92
"925","Wisconsin","Milwaukee",79,938527,269,93,0,193,133,47,1,101
"926","Wisconsin","Oneida",85,37872,363,2,0,0,179,3,0,0
"927","Wisconsin","Outagamie",87,190961,304,59,0,172,149,31,0,81
"928","Wisconsin","Ozaukee",89,91613,308,52,0,201,148,30,1,91
"929","Wisconsin","Racine",101,197536,174,28,0,203,78,11,1,93
"930","Wisconsin","Rock",105,163751,185,18,0,203,90,6,0,99
"931","Wisconsin","Sauk",111,65793,311,53,0,175,150,31,0,80
"932","Wisconsin","Sheboygan",117,118030,180,24,0,206,83,14,1,100
"933","Wisconsin","Taylor",119,19937,320,45,0,277,226,18,0,212
"934","Wisconsin","Vilas",125,23097,345,17,0,177,172,10,0,95
"935","Wisconsin","Walworth",127,105308,189,15,0,205,80,8,0,92
"936","Wisconsin","Waukesha",133,407467,281,83,0,154,132,41,0,72
"937","Wyoming","Albany",1,37110,247,118,0,328,175,63,0,224
"938","Wyoming","Big Horn",3,11481,344,12,0,356,178,4,0,182
"939","Wyoming","Campbell",5,47139,309,55,0,228,232,41,0,113
"940","Wyoming","Carbon",7,14504,325,38,0,347,182,0,0,0
"941","Wyoming","Converse",9,13741,317,47,0,319,247,27,0,157
"942","Wyoming","Fremont",13,39197,294,69,0,321,155,27,0,169
"943","Wyoming","Johnson",19,8467,345,19,0,356,172,9,0,178
"944","Wyoming","Laramie",21,100718,305,60,0,334,169,14,0,174
"945","Wyoming","Lincoln",23,19657,364,1,0,0,178,4,0,0
"946","Wyoming","Natrona",25,80282,327,37,0,358,173,9,0,181
"947","Wyoming","Park",29,29664,295,12,0,268,61,0,0,0
"948","Wyoming","Platte",31,8632,56,3,0,0,37,3,0,0
"949","Wyoming","Sheridan",33,31005,325,40,0,305,175,7,0,175
"950","Wyoming","Sublette",35,8738,266,88,3,363,190,50,0,244
"951","Wyoming","Sweetwater",37,42190,262,100,0,321,178,54,2,200
"952","Wyoming","Teton",39,23377,326,39,0,359,224,15,1,237
"953","Wyoming","Uinta",41,20457,315,49,0,360,194,41,0,225
"954","Wyoming","Weston",45,6818,340,25,0,360,173,9,0,170
