Zip.Code,Sample.Number,Date.Submitted,Analysis..Lead.,Lead.ppb,Analysis..Copper.,copper.ppb,Street..,Street.Name,City,N,income,ave.income
48503,LG87369,11/17/16,Lead,7,Copper,90,3421,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG70062,8/29/16,Lead,7,Copper,70,905,COTTAGE GROVE AVE,FLINT,9642,310929,32.24735532
48503,LG71373,9/6/16,Lead,0,Copper,0,4507,OGEMA AVE,FLINT,9642,310929,32.24735532
48503,LG63352,8/1/16,Lead,2,Copper,80,575,LOUISA ST,FLINT,9642,310929,32.24735532
48503,LG71347,9/6/16,Lead,0,Copper,80,3110,HAWTHORNE DR,FLINT,9642,310929,32.24735532
48503,LG83026,10/20/16,Lead,0,Copper,90,3510,BRANDON ST,FLINT,9642,310929,32.24735532
48503,LG58072,7/7/16,Lead,7,Copper,60,3220,DUPONT ST,FLINT,9642,310929,32.24735532
48503,LG71344,9/6/16,Lead,0,Copper,0,3462,EVERGREEN PKWY,FLINT,9642,310929,32.24735532
48503,LG92336,12/19/16,Lead,0,Copper,0,3239,DAVISON RD,FLINT,9642,310929,32.24735532
48503,LG92337,12/19/16,Lead,0,Copper,0,2175,DORT HWY,FLINT,9642,310929,32.24735532
48503,LG92338,12/19/16,Lead,0,Copper,0,3818,E COURT ST,FLINT,9642,310929,32.24735532
48503,LG81086,10/10/16,Lead,2,Copper,0,717,DICKINSON ST,FLINT,9642,310929,32.24735532
48503,LG71364,9/6/16,Lead,0,Copper,50,702,FATHER DUKETTE BLVD #618,FLINT,9642,310929,32.24735532
48503,LG61141,7/20/16,Lead,0,Copper,110,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG92342,12/19/16,Lead,0,Copper,0,2409,HILLS ST,FLINT,9642,310929,32.24735532
48503,LG61144,7/20/16,Lead,0,Copper,140,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG92344,12/19/16,Lead,0,Copper,0,2701,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG61150,7/20/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG58838,7/12/16,Lead,0,Copper,0,5322,FENTON RD,FLINT,9642,310929,32.24735532
48503,LG77572,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG83426,10/24/16,Lead,0,Copper,0,300,FIRST ST,FLINT,9642,310929,32.24735532
48503,LG88657,11/28/16,Lead,0,Copper,0,1809,MCCLELLAN,FLINT,9642,310929,32.24735532
48503,LG92045,12/15/16,Lead,0,Copper,0,3833,CORUNNA RD,FLINT,9642,310929,32.24735532
48503,LG92072,12/15/16,Lead,,Copper,,528,S LYNCH,FLINT,9642,310929,32.24735532
48503,LG89412,12/1/16,Lead,,Copper,,955,SALISBURY AVE,FLINT,9642,310929,32.24735532
48503,LG72158,9/8/16,Lead,0,Copper,110,1854,MCPHAIL ST,FLINT,9642,310929,32.24735532
48503,LG87360,11/17/16,Lead,22,Copper,0,214,E LIVINGSTON DR,FLINT,9642,310929,32.24735532
48503,LG87598,11/17/16,Lead,,Copper,,,WOODSIDE CHURCH MCC ECLC,FLINT,9642,310929,32.24735532
48503,LG66694,8/15/16,Lead,22,Copper,200,2406,PIERCE ST,FLINT,9642,310929,32.24735532
48503,LG83419,10/24/16,Lead,0,Copper,210,3331,MENOMINEE AVE,BURTON,9642,310929,32.24735532
48503,LG77529,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG59611,7/14/16,Lead,0,Copper,0,2221,FOX CIR UNIT #078,FLINT,9642,310929,32.24735532
48503,LG76877,9/26/16,Lead,3,Copper,0,1201,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG59569,7/14/16,Lead,1,Copper,230,,,FLINT,9642,310929,32.24735532
48503,LG92060,12/15/16,Lead,0,Copper,0,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG69561,8/25/16,Lead,3,Copper,0,610,AVON ST,FLINT,9642,310929,32.24735532
48503,LG88009,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG77535,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG89837,12/5/16,Lead,1,Copper,0,1602,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG90791,12/8/16,Lead,0,Copper,70,401,S BALLENGER,FLINT,9642,310929,32.24735532
48503,LG82134,10/17/16,Lead,0,Copper,0,1929,MILLER RD,FLINT,9642,310929,32.24735532
48503,LG91167,12/12/16,Lead,,Copper,,1239,E KURTZ AVE,FLINT,9642,310929,32.24735532
48503,LG77541,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG92066,12/15/16,Lead,,Copper,,709,CADILLAC ST,FLINT,9642,310929,32.24735532
48503,LG83036,10/20/16,Lead,0,Copper,0,620,W COURT ST,FLINT,9642,310929,32.24735532
48503,LG66314,8/11/16,Lead,0,Copper,0,2015,GOLD AVE,FLINT,9642,310929,32.24735532
48503,LG90803,12/8/16,Lead,0,Copper,300,1518,UNIVERSITY,FLINT,9642,310929,32.24735532
48503,LG75334,9/21/16,Lead,8,Copper,0,2827,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG58855,7/12/16,Lead,0,Copper,100,1442,MITSON BLVD,FLINT,9642,310929,32.24735532
48503,LG69526,8/25/16,Lead,3,Copper,0,3201,BRYN MAWR PL,FLINT,9642,310929,32.24735532
48503,LG88665,11/28/16,Lead,0,Copper,0,1100,STOCKTON,FLINT,9642,310929,32.24735532
48503,LG64531,8/4/16,Lead,0,Copper,60,2565,BAGLEY ST,FLINT,9642,310929,32.24735532
48503,LG59574,7/14/16,Lead,0,Copper,0,2926,MONTANA AVE,FLINT,9642,310929,32.24735532
48503,LG70078,8/29/16,Lead,1,Copper,50,354,BROWNING AVE,FLINT,9642,310929,32.24735532
48503,LG71357,9/6/16,Lead,3,Copper,0,3405,CHICAGO BLVD,FLINT,9642,310929,32.24735532
48503,LG61551,7/21/16,Lead,0,Copper,0,1810,MONTCLAIR AVE,FLINT,9642,310929,32.24735532
48503,LG71329,9/6/16,Lead,0,Copper,0,1810,MONTCLAIR AVE,FLINT,9642,310929,32.24735532
48503,LG60637,7/19/16,Lead,2,Copper,0,705,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG80762,10/6/16,Lead,0,Copper,0,3622,GRATIOT AVE,FLINT,9642,310929,32.24735532
48503,LG82127,10/17/16,Lead,6,Copper,0,3422,CASSIUS ST,FLINT,9642,310929,32.24735532
48503,LG58881,7/12/16,Lead,31,Copper,110,913,YOUNG ST,FLINT,9642,310929,32.24735532
48503,LG83042,10/20/16,Lead,0,Copper,0,509,N HARRISON ST,FLINT,9642,310929,32.24735532
48503,LG62974,7/28/16,Lead,0,Copper,0,537,MCKEIGHAN AVE,FLINT,9642,310929,32.24735532
48503,LG70039,8/29/16,Lead,0,Copper,0,433,W HOME AVE,FLINT,9642,310929,32.24735532
48503,LG60606,7/19/16,Lead,2,Copper,0,3414,HOGARTH AVE,FLINT,9642,310929,32.24735532
48503,LG61489,7/21/16,Lead,0,Copper,0,2525,MT ELLIOTT AVE,FLINT,9642,310929,32.24735532
48503,LG60599,7/19/16,Lead,3,Copper,0,2823,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG83432,10/24/16,Lead,0,Copper,0,2042,BARKS ST,FLINT,9642,310929,32.24735532
48503,LG65010,8/8/16,Lead,0,Copper,0,1809,GREENBRIAR LN,FLINT,9642,310929,32.24735532
48503,LG59580,7/14/16,Lead,2,Copper,100,3220,BEECHWOOD AVE,FLINT,9642,310929,32.24735532
48503,LG69547,8/25/16,Lead,3,Copper,0,1417,COPEMAN BLVD,FLINT,9642,310929,32.24735532
48503,LG61522,7/21/16,Lead,0,Copper,0,9167,SUNCREST DR,FLINT,9642,310929,32.24735532
48503,LG90812,12/8/16,Lead,,Copper,,618,E BISHOP AVE,FLINT,9642,310929,32.24735532
48503,LG61513,7/21/16,Lead,2,Copper,0,812,BELMONT AVE,FLINT,9642,310929,32.24735532
48503,LG90821,12/8/16,Lead,,Copper,,1533,LEITH ST,FLINT,9642,310929,32.24735532
48503,LG87446,11/17/16,Lead,3,Copper,0,636,CRAWFORD ST,FLINT,9642,310929,32.24735532
48503,LG72169,9/8/16,Lead,0,Copper,100,913,FREMONT ST,FLINT,9642,310929,32.24735532
48503,LG65016,8/8/16,Lead,2,Copper,0,2509,BERKLEY ST,FLINT,9642,310929,32.24735532
48503,LG63032,7/28/16,Lead,36,Copper,170,2610,M L KING AVE,FLINT,9642,310929,32.24735532
48503,LG61482,7/21/16,Lead,0,Copper,0,2113,N CHEVROLET AVE,FLINT,9642,310929,32.24735532
48503,LG69511,8/25/16,Lead,0,Copper,0,2464,THOMAS ST,FLINT,9642,310929,32.24735532
48503,LG87623,11/17/16,Lead,,Copper,,,HAAS ELEMENTARY,GENESEE,9642,310929,32.24735532
48503,LG75309,9/21/16,Lead,0,Copper,0,4302,OGEMA AVE,FLINT,9642,310929,32.24735532
48503,LG87386,11/17/16,Lead,0,Copper,0,4302,OGEMA AVE,FLINT,9642,310929,32.24735532
48503,LG59613,7/14/16,Lead,40,Copper,460,2224,FOX CIR UNIT #203,FLINT,9642,310929,32.24735532
48503,LG79600,10/3/16,Lead,0,Copper,0,2200,N DORT HWY,FLINT,9642,310929,32.24735532
48503,LG79601,10/3/16,Lead,0,Copper,100,2200,N DORT HWY,FLINT,9642,310929,32.24735532
48503,LG79604,10/3/16,Lead,0,Copper,50,2200,N DORT HWY,FLINT,9642,310929,32.24735532
48503,LG91214,12/12/16,Lead,,Copper,,924,CAMPBELL ST,FLINT,9642,310929,32.24735532
48503,LG75391,9/21/16,Lead,0,Copper,110,911,E MYRTLE AVE,FLINT,9642,310929,32.24735532
48503,LG86523,11/10/16,Lead,,Copper,,2702,N DORT HWY,FLINT,9642,310929,32.24735532
48503,LG59573,7/14/16,Lead,0,Copper,0,4122,TUXEDO AVE,FLINT,9642,310929,32.24735532
48503,LG86541,11/10/16,Lead,,Copper,,605,ODETTE ST,FLINT,9642,310929,32.24735532
48503,LG69499,8/25/16,Lead,0,Copper,0,606,E PHILADELPHIA BLVD,FLINT,9642,310929,32.24735532
48503,LG69559,8/25/16,Lead,2,Copper,70,2822,CIRCLE DR,FLINT,9642,310929,32.24735532
48503,LG61096,7/20/16,Lead,0,Copper,60,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG61097,7/20/16,Lead,0,Copper,80,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG61098,7/20/16,Lead,0,Copper,130,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG69512,8/25/16,Lead,44,Copper,450,4321,CUSTER AVE,FLINT,9642,310929,32.24735532
48503,LG75340,9/21/16,Lead,2,Copper,0,2808,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG76102,9/22/16,Lead,2,Copper,0,2812,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG87992,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG60682,7/19/16,Lead,0,Copper,0,2622,MOUNTAIN AVE,FLINT,9642,310929,32.24735532
48503,LG89414,12/1/16,Lead,,Copper,,2461,BEVERLY BLVD,FLINT,9642,310929,32.24735532
48503,LG61106,7/20/16,Lead,0,Copper,90,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG87996,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG75372,9/21/16,Lead,2,Copper,0,2840,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG59585,7/14/16,Lead,48,Copper,100,701,FRANK ST,FLINT,9642,310929,32.24735532
48503,LG61110,7/20/16,Lead,0,Copper,90,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG88000,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG71370,9/6/16,Lead,0,Copper,0,1025,BLANCHARD AVE,FLINT,9642,310929,32.24735532
48503,LG61113,7/20/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG87348,11/17/16,Lead,2,Copper,0,2827,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG87324,11/17/16,Lead,7,Copper,0,1713,ARIZONA AVE,FLINT,9642,310929,32.24735532
48503,LG76249,9/22/16,Lead,0,Copper,0,3623,NORWOOD DR,FLINT,9642,310929,32.24735532
48503,LG75292,9/21/16,Lead,10,Copper,0,737,CLINTON ST,FLINT,9642,310929,32.24735532
48503,LG61118,7/20/16,Lead,0,Copper,80,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG61119,7/20/16,Lead,0,Copper,110,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG76331,9/22/16,Lead,0,Copper,0,2410,HILLS ST,FLINT,9642,310929,32.24735532
48503,LG69507,8/25/16,Lead,10,Copper,0,1909,MONTEITH ST,FLINT,9642,310929,32.24735532
48503,LG88011,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG92065,12/15/16,Lead,,Copper,,3622,GRATIOT AVE,FLINT,9642,310929,32.24735532
48503,LG88013,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG63045,7/28/16,Lead,2,Copper,230,1725,CRESCENT DR,FLINT,9642,310929,32.24735532
48503,LG67880,8/18/16,Lead,3,Copper,0,2824,MALLERY ST,FLINT,9642,310929,32.24735532
48503,LG81791,10/13/16,Lead,2,Copper,70,1607,CROMWELL AVE,FLINT,9642,310929,32.24735532
48503,LG88017,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG87406,11/17/16,Lead,1,Copper,0,1920,GLENDALE AVE,FLINT,9642,310929,32.24735532
48503,LG84142,10/27/16,Lead,,Copper,,2535,DAVISON RD,FLINT,9642,310929,32.24735532
48503,LG77502,9/27/16,Lead,3,Copper,60,1515,MILBOURNE AVE,FLINT,9642,310929,32.24735532
48503,LG84160,10/27/16,Lead,2,Copper,0,2429,N VERNON AVE,FLINT,9642,310929,32.24735532
48503,LG61134,7/20/16,Lead,0,Copper,190,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG86697,11/14/16,Lead,0,Copper,160,3402,BRIARWOOD DR,FLINT,9642,310929,32.24735532
48503,LG66303,8/11/16,Lead,3,Copper,0,2529,N CHEVROLET AVE,FLINT,9642,310929,32.24735532
48503,LG75382,9/21/16,Lead,68,Copper,50,617,THOMSON ST,FLINT,9642,310929,32.24735532
48503,LG60778,7/20/16,Lead,0,Copper,0,1626,BROOKSIDE DR,FLINT,9642,310929,32.24735532
48503,LG61143,7/20/16,Lead,0,Copper,110,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG88028,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG70054,8/29/16,Lead,3,Copper,60,2436,NOLEN DR,FLINT,9642,310929,32.24735532
48503,LG88030,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG90832,12/8/16,Lead,,Copper,,618,EAST BISHOP AVE,FLINT,9642,310929,32.24735532
48503,LG74858,9/19/16,Lead,0,Copper,60,2015,BROOKSIDE DR,FLINT,9642,310929,32.24735532
48503,LG92059,12/15/16,Lead,80,Copper,160,716,SIMCOE AVE,FLINT,9642,310929,32.24735532
48503,LG81109,10/10/16,Lead,84,Copper,460,2630,PROCTOR ST,FLINT,9642,310929,32.24735532
48503,LG77521,9/27/16,Lead,0,Copper,80,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG77522,9/27/16,Lead,0,Copper,100,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG77523,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG87413,11/17/16,Lead,0,Copper,0,5410,FLEMING RD,FLINT,9642,310929,32.24735532
48503,LG88162,11/21/16,Lead,,Copper,,5418,FLEMING ROAD,FLINT,9642,310929,32.24735532
48503,LG77526,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG72167,9/8/16,Lead,3,Copper,0,1601,PETTIBONE AVE,FLINT,9642,310929,32.24735532
48503,LG86546,11/10/16,Lead,,Copper,,309,E STEWART AVE,FLINT,9642,310929,32.24735532
48503,LG60686,7/19/16,Lead,3,Copper,0,2413,PIERCE ST,FLINT,9642,310929,32.24735532
48503,LG77530,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG86558,11/10/16,Lead,,Copper,,143,BRUCE ST,FLINT,9642,310929,32.24735532
48503,LG88648,11/28/16,Lead,0,Copper,0,616,W 7TH ST,FLINT,9642,310929,32.24735532
48503,LG77533,9/27/16,Lead,0,Copper,60,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG77534,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG74250,9/15/16,Lead,1,Copper,0,3010,MACKIN RD,FLINT,9642,310929,32.24735532
48503,LG88690,11/28/16,Lead,,Copper,,618,EDMUND ST,FLINT,9642,310929,32.24735532
48503,LG85370,11/3/16,Lead,0,Copper,0,633,W BISHOP AVE,FLINT,9642,310929,32.24735532
48503,LG86543,11/10/16,Lead,,Copper,,614,S LYNCH ST,FLINT,9642,310929,32.24735532
48503,LG67943,8/18/16,Lead,0,Copper,100,4210,WISNER ST,FLINT,9642,310929,32.24735532
48503,LG66711,8/15/16,Lead,0,Copper,0,626,SPENCER ST,FLINT,9642,310929,32.24735532
48503,LG72789,9/12/16,Lead,3,Copper,70,326,SHEFFIELD AVE,FLINT,9642,310929,32.24735532
48503,LG87596,11/17/16,Lead,,Copper,,,WOOD SIDE CHURCH MCC ECLC,FLINT,9642,310929,32.24735532
48503,LG87603,11/17/16,Lead,,Copper,,,ST JOHNS PRESCHOOLS,DAVISON,9642,310929,32.24735532
48503,LG60204,7/18/16,Lead,2,Copper,0,1520,GAINEY AVE,FLINT,9642,310929,32.24735532
48503,LG87681,11/17/16,Lead,,Copper,,2513,BROOKSIDE DR,FLINT,9642,310929,32.24735532
48503,LG81099,10/10/16,Lead,2,Copper,0,3724,GLOUCESTER ST,FLINT,9642,310929,32.24735532
48503,LG84165,10/27/16,Lead,152,Copper,870,1807,OREN AVE,FLINT,9642,310929,32.24735532
48503,LG61510,7/21/16,Lead,0,Copper,0,2108,W DARTMOUTH ST,FLINT,9642,310929,32.24735532
48503,LG77549,9/27/16,Lead,0,Copper,0,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG86535,11/10/16,Lead,,Copper,,402,W GENESEE ST,FLINT,9642,310929,32.24735532
48503,LG60638,7/19/16,Lead,2,Copper,110,651,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG86719,11/14/16,Lead,,Copper,,1920,HAMPDEN RD,FLINT,9642,310929,32.24735532
48503,LG87331,11/17/16,Lead,8,Copper,0,2406,E COURT ST,FLINT,9642,310929,32.24735532
48503,LG60223,7/18/16,Lead,181,Copper,920,1502,RASPBERRY LN,FLINT,9642,310929,32.24735532
48503,LG58039,7/7/16,Lead,184,Copper,"1,710",2038,CHURCH ST,FLINT,9642,310929,32.24735532
48503,LG75293,9/21/16,Lead,2,Copper,0,705,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG77566,9/27/16,Lead,0,Copper,90,1201,N GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG81809,10/13/16,Lead,0,Copper,0,1201,W GRAND TRAVERSE ST,FLINT,9642,310929,32.24735532
48503,LG75339,9/21/16,Lead,3,Copper,0,2832,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG70012,8/29/16,Lead,0,Copper,0,1213,W HAMILTON AVE,FLINT,9642,310929,32.24735532
48503,LG71023,9/1/16,Lead,1,Copper,0,3623,NORWOOD DR,FLINT,9642,310929,32.24735532
48503,LG88165,11/21/16,Lead,,Copper,,3623,NORWOOD DR,FLINT,9642,310929,32.24735532
48503,LG72849,9/12/16,Lead,209,Copper,0,413,W BAKER AVE,FLINT,9642,310929,32.24735532
48503,LG83088,10/20/16,Lead,,Copper,,1010,CARSON ST,FLINT,9642,310929,32.24735532
48503,LG69541,8/25/16,Lead,225,Copper,60,1505,ARROW LN,FLINT,9642,310929,32.24735532
48503,LG58048,7/7/16,Lead,32,Copper,310,929,SCOTT ST,FLINT,9642,310929,32.24735532
48503,LG68444,8/22/16,Lead,0,Copper,0,258,E HOBSON AVE,FLINT,9642,310929,32.24735532
48503,LG87364,11/17/16,Lead,246,Copper,"1,520",4710,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG78667,9/29/16,Lead,3,Copper,80,2509,WOLCOTT ST,FLINT,9642,310929,32.24735532
48503,LG88148,11/21/16,Lead,295,Copper,0,3402,HOGARTH AVE,FLINT,9642,310929,32.24735532
48503,LG58019,7/7/16,Lead,321,Copper,"1,820",2719,WILTON PL,FLINT,9642,310929,32.24735532
48503,LG83090,10/20/16,Lead,,Copper,,2721,SWAYZEST ST,FLINT,9642,310929,32.24735532
48503,LG61521,7/21/16,Lead,0,Copper,0,2048,CHELAN ST,FLINT,9642,310929,32.24735532
48503,LG91201,12/12/16,Lead,,Copper,,734,ALVORD AVE,FLINT,9642,310929,32.24735532
48503,LG72815,9/12/16,Lead,363,Copper,"3,380",1825,DAKOTA AVE,FLINT,9642,310929,32.24735532
48503,LG88659,11/28/16,Lead,0,Copper,0,1210,OAK ST,FLINT,9642,310929,32.24735532
48503,LG88153,11/21/16,Lead,0,Copper,0,4208,OGEMA AVE,FLINT,9642,310929,32.24735532
48503,LG61942,7/25/16,Lead,595,Copper,440,2020,HILLS ST,FLINT,9642,310929,32.24735532
48503,LG59626,7/14/16,Lead,3,Copper,0,717,DICKINSON ST,FLINT,9642,310929,32.24735532
48503,LG76880,9/26/16,Lead,14,Copper,120,3450,HAWTHORNE DR,FLINT,9642,310929,32.24735532
48503,LG69498,8/25/16,Lead,1,Copper,0,4005,RACE ST,FLINT,9642,310929,32.24735532
48503,LG72819,9/12/16,Lead,0,Copper,0,550,W PULASKI,FLINT,9642,310929,32.24735532
48503,LG90793,12/8/16,Lead,"2,069",Copper,250,746,SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG61552,7/21/16,Lead,0,Copper,50,1634,OKLAHOMA AVE,FLINT,9642,310929,32.24735532
48503,LG64526,8/4/16,Lead,0,Copper,0,1123,W STEWART AVE,FLINT,9642,310929,32.24735532
48503,LG64517,8/4/16,Lead,0,Copper,0,914,CHURCH ST,FLINT,9642,310929,32.24735532
48503,LG67983,8/18/16,Lead,41,Copper,130,2010,N DORT HWY,FLINT,9642,310929,32.24735532
48503,LG61196,7/20/16,Lead,1,Copper,70,632,CRAWFORD ST,FLINT,9642,310929,32.24735532
48503,LG58066,7/7/16,Lead,0,Copper,0,3501,HAWTHORNE DR,FLINT,9642,310929,32.24735532
48503,LG67813,8/18/16,Lead,0,Copper,70,3029,HELBER ST,FLINT,9642,310929,32.24735532
48503,LG60797,7/20/16,Lead,43,Copper,250,2721,BEGOLE ST,FLINT,9642,310929,32.24735532
48503,LG76330,9/22/16,Lead,1,Copper,0,750,CRAWFORD ST,FLINT,9642,310929,32.24735532
48503,LG67988,8/18/16,Lead,0,Copper,0,3001,HENRY ST,FLINT,9642,310929,32.24735532
48503,LG59604,7/14/16,Lead,1,Copper,0,2417,CREST CT UNIT 313,FLINT,9642,310929,32.24735532
48503,LG76870,9/26/16,Lead,1,Copper,0,1813,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG87703,11/17/16,Lead,,Copper,,3617,HERRICK ST,FLINT,9642,310929,32.24735532
48503,LG87383,11/17/16,Lead,1,Copper,50,4709,CRESTBROOK LN,FLINT,9642,310929,32.24735532
48503,LG81770,10/13/16,Lead,44,Copper,200,1002,S SAGINAW ST,FLINT,9642,310929,32.24735532
48503,LG59599,7/14/16,Lead,0,Copper,0,2915,HILLCREST AVE,FLINT,9642,310929,32.24735532
48503,LG76890,9/26/16,Lead,3,Copper,210,3450,HAWTHORNE DR,FLINT,9642,310929,32.24735532
48503,LG88039,11/21/16,Lead,,Copper,,6602,OXLEY DR,FLINT,9642,310929,32.24735532
48503,LG68218,8/19/16,Lead,0,Copper,60,1379,WASHINGTON AVE,FLINT,9642,310929,32.24735532
48503,LG59632,7/14/16,Lead,0,Copper,0,2125,HILLS ST,FLINT,9642,310929,32.24735532
48503,LG86515,11/10/16,Lead,1,Copper,0,2175,DORT HWY,FLINT,9642,310929,32.24735532
48503,LG87346,11/17/16,Lead,4,Copper,0,741,CLINTON ST,FLINT,9642,310929,32.24735532
48503,LG71354,9/6/16,Lead,0,Copper,130,421,WATER ST APT 202,FLINT,9642,310929,32.24735532
48503,LG92070,12/15/16,Lead,,Copper,,1909,MONTEITH ST,FLINT,9642,310929,32.24735532
48503,LG87361,11/17/16,Lead,0,Copper,0,2816,CLEMENT ST,FLINT,9642,310929,32.24735532
48503,LG71369,9/6/16,Lead,1,Copper,0,2505,E COURT ST,FLINT,9642,310929,32.24735532
48503,LG76226,9/22/16,Lead,1,Copper,0,333,E FOSS AVE,FLINT,9642,310929,32.24735532
48503,LG88004,11/21/16,Lead,,Copper,,1518,UNIVERSITY AVENUE,FLINT,9642,310929,32.24735532
48503,LG76233,9/22/16,Lead,0,Copper,50,936,BRADLEY AVE,FLINT,9642,310929,32.24735532
48503,LG65015,8/8/16,Lead,0,Copper,0,3126,MACKIN RD,FLINT,9642,310929,32.24735532
48503,LG68446,8/22/16,Lead,10,Copper,80,2824,CONCORD ST,FLINT,9642,310929,32.24735532
48503,LG75333,9/21/16,Lead,1,Copper,0,617,E MCCLELLAN ST,FLINT,9642,310929,32.24735532
48503,LG89871,12/5/16,Lead,,Copper,,3734,DELAWARE AVE,FLINT,9642,310929,32.24735532
48503,LG87688,11/17/16,Lead,,Copper,,2824,MALLERY ST,FLINT,9642,310929,32.24735532
48503,LG88736,11/28/16,Lead,,Copper,,2418,HILLS ST,FLINT,9642,310929,32.24735532
48503,LG78689,9/29/16,Lead,0,Copper,0,407,WEST RUTH AVE,FLINT,9642,310929,32.24735532
48503,LG88145,11/21/16,Lead,0,Copper,0,2409,HILLS STREET,FLINT,9642,310929,32.24735532
48503,LG58859,7/12/16,Lead,1,Copper,0,3221,FOREST HILL AVE,FLINT,9642,310929,32.24735532
48503,LG64530,8/4/16,Lead,1,Copper,0,659,FREEMAN AVE,FLINT,9642,310929,32.24735532
48503,LG87619,11/17/16,Lead,,Copper,,,ELLEN STREET CAMPUS,FENTON,9642,310929,32.24735532
48503,LG70052,8/29/16,Lead,1,Copper,50,2822,GAMMA LN,FLINT,9642,310929,32.24735532
48503,LG72837,9/12/16,Lead,0,Copper,0,1429,MARYLAND AVE,FLINT,9642,310929,32.24735532
48503,LG87610,11/17/16,Lead,,Copper,,,GRAND BLANC ACADEMY,GRAND BLANC,9642,310929,32.24735532
